#BEGIN frameIdx[0], TimeInSec[1], FlagAnimationStart[2], batteryPercent[3], Roll[4], Pitch[5], Yaw[6], Vx[7], Vy[8], Vz[9], Vmag[10], Altitude[11], PosLatitude(ax)[12], PosLongitude(ay)[13], PosElevation(az)[14]
6503, 12303.2, -1, 79, 0.0206822, -0.0853815, 1.98074, 0.978258, 0.0711395, 0.0456968, 0.981905, 2.099, 2068, 2044, 2512
6504, 12342.7, -1, 79, 0.019984, -0.103655, 1.98079, 0.913982, 0.0603823, 0.0468014, 0.917169, 2.102, 2012, 2032, 2564
6505, 12381.7, -1, 79, 0.0189543, -0.118909, 1.98102, 0.852728, 0.0507339, 0.0500984, 0.855703, 2.106, 2012, 2032, 2580
6506, 12421.1, -1, 79, 0.01775, -0.134705, 1.98158, 0.779262, 0.0414573, 0.0477312, 0.781822, 2.109, 2068, 2012, 2528
6507, 12459.3, -1, 79, 0.0171042, -0.144845, 1.98212, 0.721058, 0.0341098, 0.0403637, 0.722992, 2.11, 2016, 2040, 2540
6508, 12498.5, -1, 79, 0.0174533, -0.15708, 1.98282, 0.619002, 0.022448, 0.0417625, 0.620815, 2.114, 1972, 2012, 2516
6509, 12537.7, -1, 79, 0.0177675, -0.163939, 1.98353, 0.643215, 0.00753164, 0.0385206, 0.644412, 2.117, 2016, 2040, 2568
6510, 12576.1, -1, 79, 0.0175406, -0.167639, 1.98379, 0.580527, 0.00167481, 0.0300172, 0.581304, 2.118, 1936, 2048, 2520
6511, 12615.7, -1, 79, 0.0176976, -0.169995, 1.98432, 0.494867, -0.00697248, 0.0255867, 0.495577, 2.12, 2004, 2024, 2520
6512, 12654.1, -1, 79, 0.0174882, -0.167447, 1.98486, 0.420042, -0.0150907, 0.0220114, 0.420889, 2.122, 1996, 2016, 2492
6513, 12692.5, -1, 79, 0.0134041, -0.149487, 1.98589, 0.332122, -0.023275, 0.00998501, 0.333086, 2.123, 2024, 2016, 2556
6514, 12731.5, -1, 79, 0.0082205, -0.124372, 1.98667, 0.256704, -0.029028, 0.00633956, 0.258418, 2.124, 1948, 2040, 2540
6515, 12770.7, -1, 79, 0.00560251, -0.106186, 1.98699, 0.206351, -0.0321591, -0.00137377, 0.208846, 2.125, 1956, 2020, 2560
6516, 12810, -1, 79, 0.00387463, -0.0894132, 1.98734, 0.162187, -0.0339362, -0.00785833, 0.165886, 2.124, 2000, 2004, 2560
6517, 12849.1, -1, 79, 0.00197222, -0.0766898, 1.98756, 0.130103, -0.0352983, -0.019519, 0.136212, 2.123, 2032, 2056, 2540
6518, 12887.3, -1, 79, -0.00280998, -0.0599521, 1.98756, 0.0845384, -0.0346918, -0.022182, 0.0940335, 2.122, 1948, 2056, 2528
6519, 12926.2, -1, 79, -0.00523599, -0.0508414, 1.98756, 0.0610611, -0.0333353, -0.0158866, 0.0713588, 2.123, 2012, 2052, 2560
6520, 12963.1, -1, 79, -0.00907571, -0.0357094, 1.98744, 0.0297355, -0.0298485, -0.0294166, 0.0513855, 2.12, 2076, 2064, 2572
6521, 13001.5, -1, 79, -0.0101578, -0.0267384, 1.98728, 0.0141466, -0.0274873, -0.0395975, 0.0502358, 2.118, 2072, 2068, 2508
6522, 13039.7, -1, 79, -0.0109258, -0.0163537, 1.98723, -0.00175305, -0.0240631, -0.0339354, 0.041638, 2.117, 2048, 2040, 2548
6523, 13084.5, -1, 79, -0.0113272, -0.0055676, 1.98718, -0.0158532, -0.0194503, -0.0342955, 0.0424949, 2.116, 2020, 2056, 2528
6524, 13125.3, -1, 79, -0.0112923, 0.000628319, 1.98734, -0.0220207, -0.015261, -0.00668813, 0.0276141, 2.121, 2004, 2036, 2520
6525, 13171.5, -1, 79, -0.0111527, 0.00760964, 1.98723, -0.0261827, -0.0104739, -0.00498185, 0.0286366, 2.122, 2012, 2068, 2560
6526, 13214.5, -1, 79, -0.0103498, 0.0148178, 1.98753, -0.0824399, -0.0297201, -0.00618774, 0.0878516, 2.122, 2080, 2056, 2548
6527, 13261.8, -1, 79, -0.0105418, 0.0219737, 1.9876, -0.0810826, -0.0272453, -0.0386779, 0.0938759, 2.117, 1976, 2016, 2536
6528, 13303.6, -1, 79, -0.0114145, 0.0291994, 1.98742, -0.0754829, -0.0233528, -0.0471731, 0.0920235, 2.114, 2052, 2060, 2536
6529, 13342.3, -1, 79, -0.0126362, 0.0320966, 1.98742, -0.0700506, -0.0202295, -0.0457299, 0.0860671, 2.112, 2008, 2060, 2548
6530, 13380.1, -1, 79, -0.0133692, 0.0350288, 1.98783, -0.0600525, -0.0143165, -0.0415849, 0.074435, 2.111, 2096, 1992, 2536
6531, 13419.1, -1, 79, -0.0131074, 0.036041, 1.98802, -0.0355046, -0.0388118, -0.0399568, 0.0660566, 2.11, 2108, 1988, 2536
6532, 13457.3, -1, 79, -0.0133518, 0.0353778, 1.98807, 0.0725268, -0.0275107, -0.0398267, 0.087196, 2.108, 2012, 2068, 2548
6533, 13468.6, -1, 79, -0.0135438, 0.0344179, 1.98819, 0.0997639, -0.0199123, -0.024864, 0.104726, 2.11, 2084, 1976, 2532
6534, 13494.8, -1, 79, -0.0141023, 0.0315032, 1.98824, 0.103423, -0.0174422, -0.0250924, 0.107843, 2.109, 2108, 2004, 2548
6535, 13526.6, -1, 79, -0.0140324, 0.0232129, 1.98861, 0.107919, -0.0125519, -0.0114837, 0.109252, 2.112, 2096, 2020, 2552
6536, 13557, -1, 79, -0.0128456, 0.0139277, 1.98849, 0.133488, 0.000222186, -0.000730559, 0.133491, 2.114, 2064, 2024, 2540
6537, 13586.7, -1, 79, -0.0115541, 0.00720821, 1.98845, 0.134749, 0.00269716, 0.0164903, 0.135782, 2.118, 2060, 2012, 2536
6538, 13617.5, -1, 79, -0.0107163, 0.00219911, 1.98849, 0.13129, 0.00436418, 0.0104451, 0.131777, 2.118, 2012, 2040, 2520
6539, 13650.2, -1, 79, -0.00912807, -0.00392699, 1.9884, 0.186135, 0.0101053, 0.00879152, 0.186617, 2.12, 2044, 2028, 2504
6540, 13683.8, -1, 79, -0.00808087, -0.00794125, 1.98859, 0.186625, 0.0165754, 0.0168915, 0.188119, 2.124, 2016, 1992, 2508
6541, 13711.5, -1, 79, -0.00750492, -0.0119206, 1.98842, 0.180381, 0.0173971, -0.0079892, 0.181394, 2.121, 2060, 2060, 2524
6542, 13739.5, -1, 79, -0.00677188, -0.0164061, 1.98851, 0.171695, 0.0112895, -0.0130882, 0.172562, 2.12, 2040, 1976, 2512
6543, 13776.6, -1, 79, -0.00602139, -0.0203505, 1.98851, 0.181391, 0.0304275, -0.00378961, 0.183965, 2.123, 2036, 1960, 2520
6544, 13801.3, -1, 79, -0.00567232, -0.0213977, 1.98842, 0.165139, 0.0174374, -0.00464092, 0.166122, 2.124, 2028, 1952, 2524
6545, 13832.3, -1, 79, -0.00459022, -0.0228638, 1.98828, 0.25794, 0.0224996, -0.0192355, 0.259633, 2.122, 2024, 2008, 2524
6546, 13869.7, -1, 79, -0.00333358, -0.0263719, 1.98826, 0.233303, 0.0253539, -0.0425117, 0.238496, 2.121, 2072, 2020, 2532
6547, 13900.4, -1, 79, -0.00275762, -0.0286583, 1.98831, 0.215261, 0.0334922, -0.0695531, 0.228685, 2.121, 2004, 2108, 2460
6548, 13928.1, -1, 79, -0.00226893, -0.0254818, 1.98828, 0.191063, 0.0410279, -0.0913165, 0.215701, 2.119, 2068, 1992, 2500
6549, 13955.9, -1, 79, -0.00205949, -0.0195477, 1.98863, 0.196567, 0.0282638, -0.0958044, 0.22049, 2.118, 1996, 2052, 2504
6550, 13991.8, -1, 79, -0.000314159, -0.0136834, 1.98861, 0.216658, 0.0615967, -0.097837, 0.245575, 2.116, 2000, 2032, 2532
6551, 14020.6, -1, 79, 0.00338594, -0.0140848, 1.98861, 0.20677, 0.0603996, -0.0950356, 0.235444, 2.114, 2004, 2028, 2552
6552, 14051.8, -1, 79, 0.00628319, -0.016057, 1.98863, 0.201264, 0.0587213, -0.0961913, 0.230669, 2.112, 1976, 2032, 2520
6553, 14080, -1, 79, 0.0105069, -0.0188321, 1.98828, 0.189719, 0.0541115, -0.0910218, 0.21727, 2.109, 1964, 2008, 2524
6554, 14110.4, -1, 79, 0.0123395, -0.0196873, 1.9884, 0.182973, 0.0515561, -0.0912697, 0.210873, 2.107, 1992, 2004, 2492
6555, 14140.5, -1, 79, 0.0146957, -0.0199666, 1.98826, 0.167409, 0.0435537, -0.0851979, 0.192825, 2.104, 2052, 2064, 2584
6556, 14170.2, -1, 79, 0.0154287, -0.0193033, 1.98823, 0.159537, 0.0385688, -0.0847934, 0.184742, 2.102, 1996, 1984, 2504
6557, 14200.5, -1, 79, 0.0158127, -0.0186401, 1.98837, 0.150711, 0.0325742, -0.0825656, 0.174906, 2.1, 2028, 2008, 2544
6558, 14230.6, -1, 79, 0.0153414, -0.0180642, 1.9883, 0.0641241, 0.0218817, -0.077716, 0.103104, 2.098, 2040, 2004, 2540
6559, 14268.8, -1, 79, 0.0137183, -0.0158127, 1.9883, 0.0192873, 0.00679398, -0.0719619, 0.0748109, 2.096, 2104, 2080, 2544
6560, 14299.2, -1, 79, 0.0117286, -0.0106814, 1.98842, 0.00782936, -0.00840651, -0.0710284, 0.0719514, 2.094, 2000, 2056, 2532
6561, 14325.9, -1, 79, 0.00949459, -0.00431096, 1.98835, 0.00449159, -0.01174, -0.0215151, 0.0249179, 2.102, 2108, 2032, 2544
6562, 14354.7, -1, 79, 0.00651008, 0.00328122, 1.98823, 0.00431182, -0.014157, -0.0450403, 0.0474093, 2.098, 2088, 2072, 2504
6563, 14391, -1, 79, 0.00312414, 0.0101578, 1.98798, -0.047969, -0.0352965, -0.0868364, 0.105297, 2.094, 2104, 2072, 2492
6564, 14417, -1, 79, 0.000837758, 0.01309, 1.98798, -0.0594634, -0.0505808, -0.134685, 0.155674, 2.09, 1948, 2012, 2472
6565, 14453.7, -1, 79, -0.000523599, 0.01494, 1.98776, -0.0597266, -0.0556877, -0.19501, 0.211417, 2.086, 1964, 2008, 2444
6566, 14479.7, -1, 79, -0.00109956, 0.0167726, 1.98767, -0.0737927, -0.0830827, -0.266606, 0.288837, 2.078, 2088, 2032, 2424
6567, 14509.5, -1, 79, -0.00111701, 0.0186052, 1.98774, -0.0686906, -0.0901974, -0.301538, 0.322147, 2.073, 2000, 2016, 2448
6568, 14539.3, -1, 79, -0.000872665, 0.0207869, 1.9879, -0.0227924, -0.0870651, -0.362257, 0.373269, 2.063, 2088, 2060, 2420
6569, 14573.6, -1, 79, -0.000418879, 0.0230034, 1.98809, -0.00674901, -0.0835451, -0.427002, 0.43515, 2.049, 2052, 2064, 2428
6570, 14605.7, -1, 79, -0.00020944, 0.0252026, 1.98796, -0.013944, -0.0857202, -0.479055, 0.486864, 2.035, 2020, 2008, 2464
6571, 14628.7, -1, 79, 0, 0.0268781, 1.98817, -0.00773415, -0.0903891, -0.473666, 0.482275, 2.031, 2016, 2060, 2444
6572, 14666, -1, 79, -6.98132e-05, 0.0287456, 1.98819, 0.00632104, -0.0831886, -0.533298, 0.539785, 2.013, 1996, 2036, 2468
6573, 14691.7, -1, 79, -0.000436332, 0.0298451, 1.98814, -0.0516898, -0.0949219, -0.568419, 0.578603, 2, 2052, 2076, 2428
6574, 14727.1, -1, 79, -0.000733038, 0.0314857, 1.98824, -0.0798606, -0.0912128, -0.612085, 0.623976, 1.979, 2080, 2056, 2436
6575, 14754.1, -1, 79, -0.000593412, 0.0318872, 1.98824, -0.12001, -0.131327, -0.644313, 0.668422, 1.962, 2000, 2048, 2480
6576, 14783, -1, 79, -0.000122173, 0.0322711, 1.98823, -0.129268, -0.0738761, -0.669232, 0.685595, 1.948, 2004, 2068, 2480
6577, 14813.3, -1, 79, 0.000593412, 0.0327773, 1.98845, -0.0490886, -0.0754973, -0.703658, 0.709397, 1.925, 1996, 2024, 2484
6578, 14864.3, -1, 79, 0.00202458, 0.0335278, 1.98872, -0.103061, -0.0762512, -0.746383, 0.757313, 1.893, 2076, 2072, 2444
6579, 14911.2, -1, 79, 0.00368264, 0.0334231, 1.98915, -0.110146, -0.038866, -0.785938, 0.794569, 1.855, 2004, 2068, 2516
6580, 14957.4, -1, 79, 0.00363028, 0.0327424, 1.98952, -0.0763564, -0.0793525, -0.81182, 0.819255, 1.819, 2088, 2016, 2476
6581, 15005.9, -1, 79, 0.00197222, 0.0318174, 1.9899, -0.0938095, -0.0900578, -0.840802, 0.850799, 1.774, 2084, 2012, 2484
6582, 15058.5, -1, 79, 0.00312414, 0.0312763, 1.9902, -0.0828109, -0.0901412, -0.860232, 0.868897, 1.727, 2072, 1996, 2504
6583, 15103.4, -1, 79, 0.00439823, 0.0302291, 1.99037, -0.0690613, -0.0885679, -0.860939, 0.868233, 1.695, 2016, 2000, 2536
6584, 15141.7, -1, 79, 0.00518363, 0.0286234, 1.98992, -0.0570269, -0.0875722, -0.873276, 0.879506, 1.664, 2024, 2000, 2540
6585, 15186.4, -1, 79, 0.00488692, 0.0261799, 1.99112, -0.0425993, -0.0870122, -0.87552, 0.880864, 1.626, 2068, 2072, 2496
6586, 15231.5, -1, 79, 0.00460767, 0.0247488, 1.99086, -0.0307895, -0.0865411, -0.884754, 0.889509, 1.589, 2076, 2020, 2500
6587, 15274, -1, 79, 0.00630064, 0.0219213, 1.99123, -0.0169776, -0.0839841, -0.893187, 0.897287, 1.547, 2008, 2056, 2560
6588, 15316.2, -1, 79, 0.00719076, 0.0193557, 1.99126, -0.00613165, -0.0838476, -0.888601, 0.892569, 1.507, 2056, 2008, 2544
6589, 15355.9, -1, 79, 0.00698132, 0.0180467, 1.99158, 0.00128543, -0.084516, -0.896624, 0.9006, 1.469, 2012, 2028, 2572
6590, 15394.6, -1, 79, 0.00673697, 0.0180118, 1.99175, 0.0064988, -0.0840745, -0.890202, 0.894187, 1.442, 2048, 2012, 2552
6591, 15437.6, -1, 79, 0.00555015, 0.0171042, 1.99182, 0.0156021, -0.0844557, -0.896431, 0.900536, 1.393, 2056, 2040, 2540
6592, 15476.8, -1, 79, 0.00282743, 0.0164061, 1.99172, 0.0226835, -0.0859783, -0.876074, 0.880575, 1.359, 2040, 2012, 2572
6593, 15523.8, -1, 79, -0.00164061, 0.0166504, 1.99167, 0.0298843, -0.0861172, -0.858418, 0.863244, 1.321, 2044, 2060, 2544
6594, 15576.8, -1, 79, -0.00233874, 0.0176976, 1.99191, 0.0333043, -0.0826291, -0.842763, 0.847459, 1.274, 2036, 2032, 2548
6595, 15623.5, -1, 79, -0.00132645, 0.0174358, 1.99184, 0.0369023, -0.080231, -0.831674, 0.83635, 1.241, 2036, 2000, 2572
6596, 15666.4, -1, 79, -0.00256563, 0.0165981, 1.99196, 0.0400627, -0.0816392, -0.818263, 0.823301, 1.204, 2052, 2060, 2548
6597, 15704.5, -1, 79, -0.00520108, 0.0168773, 1.99214, 0.038058, -0.0742101, -0.804649, 0.808959, 1.168, 2044, 2040, 2544
6598, 15743.1, -1, 79, -0.00706858, 0.0172962, 1.99222, 0.0265648, -0.0629604, -0.795797, 0.798725, 1.145, 2024, 1984, 2572
6599, 15781.9, -1, 79, -0.010088, 0.0188845, 1.99324, 0.00650584, -0.0564428, -0.773055, 0.77514, 1.114, 2044, 2052, 2532
6600, 15820.2, -1, 79, -0.0150273, 0.0200364, 1.99296, 0.0150453, -0.0513003, -0.701841, 0.703874, 1.087, 2068, 2072, 2584
6601, 15858.2, -1, 79, -0.0208043, 0.0198618, 1.99346, 0.0239716, -0.0434785, -0.613724, 0.615729, 1.062, 2024, 2000, 2672
6602, 15896.1, -1, 79, -0.0248709, 0.0188321, 1.99369, -0.00445829, -0.036095, -0.533188, 0.534427, 1.043, 2028, 2056, 2676
6603, 15939.1, -1, 79, -0.0281871, 0.0176453, 1.99386, -0.0684635, -0.0527816, -0.436859, 0.44533, 1.023, 2024, 2024, 2680
6604, 15985.6, -1, 79, -0.0301942, 0.0194081, 1.99404, -0.0732237, -0.0545506, -0.369821, 0.380926, 1.009, 2036, 2080, 2644
6605, 16032.5, -1, 79, -0.0313287, 0.0231082, 1.99362, -0.105585, -0.0546284, -0.280224, 0.304398, 0.994, 2048, 2084, 2592
6606, 16079.7, -1, 79, -0.0309447, 0.0277333, 1.99311, -0.134602, -0.0599585, -0.196279, 0.245435, 0.982, 2072, 1984, 2628
6607, 16126.8, -1, 79, -0.0301767, 0.0312414, 1.99264, -0.172973, -0.0635596, -0.135017, 0.228449, 0.976, 2100, 2048, 2592
6608, 16136.2, -1, 79, -0.0296008, 0.032306, 1.99243, -0.19562, -0.0504078, -0.123415, 0.236726, 0.974, 1980, 2044, 2568
6609, 16175.6, -1, 79, -0.0274366, 0.0360236, 1.99235, -0.197678, -0.0336807, -0.0836993, 0.217294, 0.971, 2016, 2056, 2544
6610, 16216.1, -1, 79, -0.0241728, 0.0431096, 1.99147, -0.166752, -0.0124631, -0.0451515, 0.173206, 0.969, 2112, 2036, 2616
6611, 16257, -1, 79, -0.0189892, 0.0481711, 1.99109, -0.170962, 0.0121126, 0.00256252, 0.17141, 0.974, 2088, 2024, 2544
6612, 16296.6, -1, 79, -0.0140499, 0.0502829, 1.99055, -0.147825, 0.0431042, 0.024402, 0.155903, 0.974, 2128, 2028, 2556
6613, 16341.7, -1, 79, -0.00406662, 0.0510683, 1.99013, -0.140618, 0.0556032, 0.0605961, 0.162902, 0.979, 2052, 2068, 2604
6614, 16386.3, -1, 79, 0.0039619, 0.0492532, 1.9898, -0.163867, 0.0458675, 0.0791817, 0.187686, 0.983, 1980, 2004, 2500
6615, 16432.1, -1, 79, 0.00980875, 0.0480664, 1.98978, -0.141909, 0.042076, 0.0847202, 0.170546, 0.986, 2036, 2088, 2588
6616, 16480.1, -1, 79, 0.0140499, 0.0475079, 1.98922, -0.101204, 0.0430355, 0.109696, 0.15533, 0.993, 1972, 2040, 2520
6617, 16521.4, -1, 79, 0.0160221, 0.0456229, 1.98929, -0.0919649, 0.0486437, 0.11896, 0.158036, 0.997, 2064, 2108, 2568
6618, 16563.4, -1, 79, 0.0189543, 0.040736, 1.98879, -0.0817134, 0.0325027, 0.116256, 0.14577, 1.002, 2056, 1996, 2548
6619, 16604.9, -1, 79, 0.020368, 0.036041, 1.98854, -0.0636532, 0.0444664, 0.122179, 0.144764, 1.008, 1988, 2028, 2476
6620, 16637.8, -1, 79, 0.0203505, 0.0334929, 1.98824, -0.0569413, 0.0278258, 0.12465, 0.139836, 1.012, 2120, 2064, 2524
6621, 16666.6, -1, 79, 0.0204553, 0.0314857, 1.98847, -0.0443719, 0.0427112, 0.123666, 0.138153, 1.016, 2096, 2020, 2568
6622, 16702.7, -1, 79, 0.020176, 0.0287456, 1.98819, -0.0466679, 0.0268307, 0.122939, 0.134208, 1.02, 2108, 2016, 2552
6623, 16728.5, -1, 79, 0.0203156, 0.0270875, 1.98833, -0.0408871, 0.0202021, 0.120069, 0.128439, 1.023, 2008, 2052, 2504
6624, 16762.2, -1, 79, 0.0205425, 0.0249233, 1.9883, -0.0432787, 0.0165202, 0.116567, 0.125435, 1.028, 1952, 2032, 2548
6625, 16788.9, -1, 79, 0.0204553, 0.024103, 1.98823, -0.0406832, 0.00968301, 0.114711, 0.122097, 1.03, 2036, 2012, 2504
6626, 16819.6, -1, 79, 0.0199491, 0.0233351, 1.98851, -0.0299276, 0.016328, 0.108385, 0.11362, 1.033, 1924, 2048, 2548
6627, 16850.8, -1, 79, 0.0189019, 0.022602, 1.98851, -0.0427507, 0.00309714, 0.100156, 0.108943, 1.036, 2068, 2008, 2488
6628, 16881.2, -1, 79, 0.0185878, 0.0223228, 1.98879, -0.0382864, 0.0058496, 0.106063, 0.112913, 1.039, 2132, 2028, 2496
6629, 16911.3, -1, 79, 0.0176627, 0.0217643, 1.98912, -0.0356759, -0.00652021, 0.102006, 0.108262, 1.043, 2124, 2040, 2512
6630, 16941.9, -1, 79, 0.0155858, 0.0208218, 1.98938, -0.0341262, -0.0114982, 0.0911824, 0.0980359, 1.045, 2096, 2044, 2520
6631, 16972.6, -1, 79, 0.0134216, 0.0197397, 1.98938, -0.0231099, 0.0144388, 0.0884737, 0.0925751, 1.047, 2036, 2024, 2488
6632, 17003.6, -1, 79, 0.0111352, 0.0192684, 1.98959, -0.0182744, -0.00198324, 0.0863318, 0.088267, 1.051, 2020, 2036, 2500
6633, 17034.9, -1, 79, 0.0103149, 0.0196, 1.98987, -0.0226163, -0.00918439, 0.0709188, 0.0750022, 1.05, 2060, 2040, 2528
6634, 17065.1, -1, 79, 0.00909317, 0.0167901, 1.99064, -0.0101569, 0.0180255, 0.0702343, 0.0732184, 1.053, 2008, 2056, 2528
6635, 17095.6, -1, 79, 0.00750492, 0.0118682, 1.99009, -0.0134684, 0.0103995, 0.0661857, 0.0683381, 1.054, 2020, 2024, 2532
6636, 17125.2, -1, 79, 0.00621337, 0.00574213, 1.99039, -0.0172092, 0.00555483, 0.0602802, 0.0629342, 1.055, 2104, 2012, 2532
6637, 17156.4, -1, 79, 0.00486947, -0.000715585, 1.99027, -0.0172787, -0.012294, 0.0539754, 0.0579917, 1.056, 2116, 2008, 2532
6638, 17186.5, -1, 79, 0.00394444, -0.00347321, 1.99008, -0.0169397, -0.0178263, 0.0547265, 0.0599976, 1.057, 2072, 2028, 2544
6639, 17218, -1, 79, 0.00143117, -0.00673697, 1.9903, -0.0250605, -0.0253576, 0.0437831, 0.0564624, 1.056, 2068, 2044, 2544
6640, 17248.5, -1, 79, -0.00106465, -0.00792379, 1.99022, -0.0378608, -0.034282, 0.040856, 0.0654057, 1.057, 2132, 2012, 2524
6641, 17278.5, -1, 79, -0.00434587, -0.00780162, 1.99029, -0.0492462, -0.0377524, 0.0393236, 0.0734627, 1.057, 2132, 2020, 2528
6642, 17309.3, -1, 79, -0.00712094, -0.00689405, 1.98978, -0.0226507, -0.0178983, 0.0426528, 0.051504, 1.059, 2008, 1992, 2508
6643, 17340.1, -1, 79, -0.00938987, -0.00591667, 1.98959, -0.0364568, -0.0265772, 0.0449546, 0.0636896, 1.06, 1956, 2044, 2532
6644, 17370.9, -1, 79, -0.0103149, -0.00570723, 1.98934, -0.0425494, -0.0239042, 0.0371181, 0.0613157, 1.059, 2104, 2028, 2536
6645, 17402.3, -1, 79, -0.0109956, -0.00495674, 1.98894, -0.0488429, -0.033226, 0.0414323, 0.0721543, 1.061, 2088, 2036, 2544
6646, 17431.9, -1, 79, -0.0117112, -0.00349066, 1.98852, -0.0426851, -0.0397534, 0.0441461, 0.0731521, 1.062, 2032, 2036, 2524
6647, 17462.9, -1, 79, -0.0131074, -0.00115192, 1.98814, -0.0503179, -0.0388462, 0.0360582, 0.0730829, 1.061, 2028, 2008, 2516
6648, 17492.6, -1, 79, -0.0146084, 0.0018675, 1.98751, -0.0482556, -0.0294347, 0.0364073, 0.0672346, 1.061, 2052, 2008, 2520
6649, 17524.2, -1, 79, -0.0150796, 0.00326377, 1.98739, -0.0473355, -0.0262371, 0.038137, 0.0662078, 1.062, 2044, 1992, 2520
6650, 17554.8, -1, 79, -0.015516, 0.0069115, 1.9866, -0.0522775, -0.00976477, 0.0425112, 0.0680844, 1.064, 2060, 2056, 2540
6651, 17585.6, -1, 79, -0.0137532, 0.00918043, 1.98608, -0.0712999, -0.00330421, 0.0476488, 0.0858196, 1.066, 2060, 2084, 2536
6652, 17616.7, -1, 79, -0.0111003, 0.0125315, 1.98564, -0.0823013, 0.00771774, 0.0452076, 0.0942168, 1.067, 2016, 1968, 2516
6653, 17647.9, -1, 79, -0.00898845, 0.02056, 1.98507, -0.0824676, 0.01369, 0.0543365, 0.0997035, 1.07, 1996, 1984, 2528
6654, 17678.5, -1, 79, -0.00764454, 0.0301244, 1.98454, -0.0685075, 0.0204791, 0.0484053, 0.0863467, 1.07, 2048, 1964, 2536
6655, 17709.4, -1, 79, -0.00738274, 0.0371057, 1.98432, -0.0668927, 0.0124101, 0.0489368, 0.0838061, 1.072, 1988, 1972, 2544
6656, 17739.7, -1, 79, -0.00701622, 0.0474031, 1.98386, -0.0635398, 0.0137527, 0.0456283, 0.0794254, 1.072, 2108, 2016, 2552
6657, 17777.5, -1, 79, -0.00623083, 0.0637045, 1.9831, -0.0655901, 0.00153779, 0.0516258, 0.0834844, 1.076, 2124, 2036, 2524
6658, 17804, -1, 79, -0.00610865, 0.0694816, 1.98283, -0.0438874, -0.0052429, 0.0512444, 0.0676726, 1.077, 2072, 2016, 2576
6659, 17831.9, -1, 79, -0.00565487, 0.0770214, 1.98241, -0.0467358, -0.0102487, 0.0496303, 0.0689379, 1.078, 2112, 2040, 2500
6660, 17867.5, -1, 79, -0.00521853, 0.0835838, 1.98234, -0.00492754, 0.0250076, 0.0416878, 0.0488624, 1.078, 2032, 2040, 2492
6661, 17898.6, -1, 79, -0.00499164, 0.0897623, 1.98196, 0.00823532, 0.0113163, 0.0486078, 0.0505825, 1.081, 2048, 2044, 2488
6662, 17936.8, -1, 79, -0.00466003, 0.0946667, 1.98163, 0.0301047, 0.012953, 0.0506373, 0.0603176, 1.084, 2064, 2052, 2484
6663, 17974.9, -1, 79, -0.00453786, 0.0992743, 1.98111, 0.0641235, 0.00336343, 0.0382551, 0.0747435, 1.084, 2008, 2012, 2544
6664, 18017.6, -1, 79, -0.00446804, 0.101386, 1.98076, 0.0554593, 0.00311021, 0.0323354, 0.0642727, 1.084, 2080, 2076, 2524
6665, 18062.8, -1, 79, -0.00413643, 0.104912, 1.98053, 0.111849, 0.0246335, 0.0287916, 0.118093, 1.086, 1988, 1960, 2524
6666, 18103.5, -1, 79, -0.00361283, 0.106448, 1.9803, 0.133495, 0.0324815, 0.0450814, 0.144597, 1.09, 2004, 1960, 2508
6667, 18142.5, -1, 79, -0.00294961, 0.108071, 1.9799, 0.1442, 0.0287103, 0.0459555, 0.154045, 1.093, 2064, 2096, 2512
6668, 18185.3, -1, 79, -0.00294961, 0.109676, 1.97948, 0.200982, 0.0520611, 0.0564867, 0.215163, 1.099, 2020, 1964, 2524
6669, 18223.4, -1, 79, -0.00301942, 0.110375, 1.9792, 0.224018, 0.0376595, 0.0526477, 0.233182, 1.101, 2076, 2020, 2532
6670, 18268.8, -1, 79, -0.00258309, 0.109031, 1.97887, 0.258623, 0.0458271, 0.050314, 0.267428, 1.104, 1988, 2080, 2520
6671, 18307.9, -1, 79, -0.00164061, 0.107058, 1.97875, 0.33212, 0.0439936, 0.0405559, 0.337467, 1.106, 2052, 1976, 2536
6672, 18347.1, -1, 79, -0.000802851, 0.105749, 1.97826, 0.371365, 0.0509474, 0.042651, 0.377262, 1.109, 2048, 1996, 2492
6673, 18389.8, -1, 79, -1.74533e-05, 0.103236, 1.97821, 0.391434, 0.0454425, 0.0205342, 0.394598, 1.108, 2024, 2080, 2520
6674, 18428.4, -1, 79, 0.0010821, 0.0996234, 1.97795, 0.408094, 0.0485859, 0.0226715, 0.411601, 1.111, 2016, 1988, 2568
6675, 18471.9, -1, 79, 0.00277507, 0.0967611, 1.97782, 0.457689, 0.0389343, 0.01025, 0.459457, 1.111, 2036, 2016, 2492
6676, 18514.8, -1, 79, 0.00485202, 0.0937416, 1.9781, 0.525191, 0.0278177, 0.00606031, 0.525962, 1.111, 2016, 2036, 2576
6677, 18553.7, -1, 79, 0.00593412, 0.0916996, 1.97824, 0.529367, 0.0387885, -0.00809737, 0.530848, 1.109, 1968, 2072, 2544
6678, 18592.4, -1, 79, 0.00813323, 0.0878424, 1.97882, 0.555241, 0.0340383, -0.0105001, 0.556383, 1.108, 2100, 2016, 2548
6679, 18630.3, -1, 79, 0.00940732, 0.0841947, 1.97931, 0.577889, 0.0280252, -0.0269301, 0.579195, 1.104, 2012, 2024, 2508
