#BEGIN frameIdx[0], TimeInSec[1], FlagAnimationStart[2], batteryPercent[3], Roll[4], Pitch[5], Yaw[6], Vx[7], Vy[8], Vz[9], Vmag[10], Altitude[11], PosLatitude(ax)[12], PosLongitude(ay)[13], PosElevation(az)[14]
6325, 6245.14, -1, 79, -0.00413643, 0.0368788, 1.98737, -0.1214, -0.0108768, -0.0333203, 0.126359, 0.745, 2052, 2024, 2540
6326, 6271.9, -1, 79, -0.00404916, 0.0368614, 1.98727, -0.12671, 0.00127447, -0.0329782, 0.130938, 0.745, 1980, 2016, 2540
6327, 6303.37, -1, 79, -0.00352557, 0.0365123, 1.98721, -0.124853, -0.00135027, -0.0315856, 0.128794, 0.744, 2144, 2048, 2532
6328, 6331.99, -1, 79, -0.00211185, 0.0367392, 1.98707, -0.114783, -0.000152806, -0.0235957, 0.117183, 0.744, 2148, 2048, 2528
6329, 6365.93, -1, 79, -0.000977384, 0.0368788, 1.98699, -0.11214, 0.00277584, -0.0166764, 0.113407, 0.745, 2060, 2008, 2524
6330, 6392.85, -1, 79, -0.00020944, 0.0365996, 1.98694, -0.109639, 0.00195987, -0.0141185, 0.110562, 0.745, 2048, 2064, 2540
6331, 6429.35, -1, 79, 0.000785398, 0.0357967, 1.98707, -0.105342, 0.000256324, -0.0150963, 0.106419, 0.745, 2008, 2008, 2528
6332, 6455.51, -1, 79, 0.00232129, 0.0345924, 1.98728, -0.0994261, -0.00442493, -0.0100294, 0.100029, 0.746, 2032, 1996, 2524
6333, 6490.28, -1, 79, 0.00314159, 0.0332834, 1.98763, -0.0913345, 0.000971094, -0.00820476, 0.0917075, 0.746, 1924, 2040, 2544
6334, 6517.24, -1, 79, 0.00321141, 0.0315032, 1.98772, -0.0839318, -0.00167658, 0.0163146, 0.0855191, 0.746, 2156, 2020, 2540
6335, 6547.72, -1, 79, 0.005044, 0.0255167, 1.98795, -0.0830485, -0.00267602, 0.0446392, 0.0943232, 0.747, 2148, 2044, 2588
6336, 6579.7, -1, 79, 0.00637045, 0.025412, 1.98795, -0.0862348, 0.000356419, 0.0622987, 0.106385, 0.751, 1932, 2016, 2560
6337, 6608.4, -1, 79, 0.00747001, 0.0320442, 1.98809, -0.0858938, -0.00194227, 0.0648942, 0.10767, 0.754, 2128, 2024, 2536
6338, 6639.32, -1, 79, 0.00799361, 0.0374548, 1.98784, -0.0758072, -0.00567784, 0.0648544, 0.0999253, 0.757, 2028, 1992, 2504
6339, 6668.81, -1, 79, 0.00935496, 0.0408407, 1.98884, -0.0705084, -0.0126883, 0.0608908, 0.0940219, 0.759, 2044, 1996, 2508
6340, 6702.2, -1, 79, 0.00977384, 0.0423068, 1.98781, -0.086593, -0.0153023, 0.0536282, 0.102998, 0.761, 1964, 2020, 2508
6341, 6735.54, -1, 79, 0.00897099, 0.0430573, 1.98819, -0.0749614, -0.0229634, 0.0470078, 0.0914126, 0.763, 1976, 2016, 2504
6342, 6760.93, -1, 79, 0.00863938, 0.0435111, 1.9884, -0.0703194, -0.0260542, 0.046814, 0.0884036, 0.765, 2008, 2044, 2520
6343, 6792.47, -1, 79, 0.00753982, 0.0440172, 1.98784, -0.0546954, -0.0325408, 0.0443459, 0.0775697, 0.767, 1984, 2008, 2524
6344, 6825.55, -1, 79, 0.00603884, 0.0432667, 1.98852, -0.0496768, -0.0321535, 0.0357414, 0.0691309, 0.769, 1976, 2012, 2532
6345, 6855.44, -1, 79, 0.00460767, 0.0416959, 1.98823, -0.0357196, -0.0443759, 0.0389066, 0.0689843, 0.772, 2016, 2028, 2524
6346, 6884.38, -1, 79, 0.00319395, 0.0397062, 1.9883, -0.0282452, -0.0386165, 0.033841, 0.0586024, 0.773, 2032, 2032, 2520
6347, 6918.33, -1, 79, 0.00151844, 0.0370533, 1.98852, -0.0216365, -0.0453532, 0.0332709, 0.0602661, 0.775, 1940, 2020, 2540
6348, 6951.57, -1, 79, 6.98132e-05, 0.0344004, 1.98819, -0.0189951, -0.0479933, 0.0252076, 0.0574421, 0.776, 2084, 2040, 2524
6349, 6978.97, -1, 79, -0.00181514, 0.031381, 1.98851, -0.0110778, -0.0505901, 0.0235396, 0.0568875, 0.778, 2076, 2036, 2532
6350, 7010.76, -1, 79, -0.00261799, 0.0291121, 1.98866, -0.00741238, -0.0426585, 0.0524924, 0.0680452, 0.781, 2144, 2044, 2516
6351, 7039.81, -1, 79, -0.000994838, 0.0257611, 1.98887, -0.00956924, -0.0423647, 0.0929092, 0.10256, 0.783, 2008, 2020, 2568
6352, 7074.19, -1, 79, 0.00179769, 0.019984, 1.98957, -0.00610166, -0.0494656, 0.167132, 0.174405, 0.789, 2100, 2068, 2644
6353, 7101.44, -1, 79, 0.00289725, 0.0176802, 1.98945, -0.00201768, -0.0476424, 0.204743, 0.210223, 0.792, 1976, 2048, 2660
6354, 7131.56, -1, 79, 0.00359538, 0.0151669, 1.98981, -0.00854107, -0.0377597, 0.260461, 0.263323, 0.799, 2036, 2072, 2672
6355, 7168.63, -1, 79, 0.00350811, 0.013823, 1.9899, -0.00112074, -0.0332958, 0.310971, 0.31275, 0.807, 1984, 2032, 2640
6356, 7197.33, -1, 79, 0.00268781, 0.0118159, 1.98994, -0.00543132, -0.0358804, 0.361528, 0.363344, 0.818, 2024, 1988, 2568
6357, 7228.18, -1, 79, 0.00223402, 0.0101404, 1.99001, -0.0042895, -0.0254473, 0.411843, 0.412651, 0.829, 2004, 2008, 2596
6358, 7258.44, -1, 79, 0.00202458, 0.00909317, 1.98975, -0.00527305, -0.0178503, 0.44797, 0.448356, 0.84, 2012, 2032, 2632
6359, 7285.77, -1, 79, 0.0016057, 0.00877901, 1.98968, -0.0054766, -0.0193995, 0.480822, 0.481244, 0.851, 2076, 2052, 2636
6360, 7315.76, -1, 79, 0.00158825, 0.00858702, 1.98971, -0.00301938, -0.0170075, 0.527115, 0.527398, 0.868, 2076, 2056, 2648
6361, 7346.88, -1, 79, 0.00167552, 0.00816814, 1.98931, -0.00368504, -0.00555474, 0.566063, 0.566102, 0.885, 2104, 2056, 2640
6362, 7376.95, -1, 79, 0.00162316, 0.00809833, 1.98919, -0.000773429, -0.0152687, 0.589982, 0.59018, 0.896, 2032, 2032, 2596
6363, 7410.33, -1, 79, 0.00153589, 0.0074002, 1.98905, -0.00122529, -0.00264295, 0.621053, 0.62106, 0.914, 2088, 2048, 2612
6364, 7442.88, -1, 79, 0.000698132, 0.00708604, 1.98796, 0.00706686, 0.0150512, 0.663198, 0.663406, 0.943, 2108, 2028, 2596
6365, 7474.35, -1, 79, 1.74533e-05, 0.00778417, 1.9876, 0.0145341, 0.0319181, 0.685385, 0.686282, 0.96, 1964, 2032, 2548
6366, 7501.2, -1, 79, -0.000331613, 0.0092677, 1.98683, 0.0258894, 0.00787121, 0.705696, 0.706214, 0.98, 2004, 2052, 2556
6367, 7536.92, -1, 79, -0.000122173, 0.0113097, 1.98636, 0.0221373, -0.00223826, 0.732481, 0.732819, 1.006, 1976, 2048, 2540
6368, 7560.97, -1, 79, 5.23599e-05, 0.0120951, 1.98603, 0.029065, 0.00874762, 0.741952, 0.742572, 1.017, 1988, 2068, 2548
6369, 7592.05, -1, 79, -8.72665e-05, 0.0134216, 1.98515, 0.0397436, 0.0129693, 0.760494, 0.761642, 1.043, 2004, 2036, 2528
6370, 7625.65, -1, 79, -0.00172788, 0.0132121, 1.9847, 0.0170833, 0.00176211, 0.776239, 0.776429, 1.069, 2028, 1996, 2512
6371, 7653.09, -1, 79, -0.0034383, 0.0129329, 1.98395, 0.0270097, 0.00510849, 0.786567, 0.787048, 1.092, 2056, 2056, 2520
6372, 7684.29, -1, 79, -0.00450295, 0.012898, 1.98364, 0.0440085, 0.00761509, 0.795101, 0.796354, 1.116, 2088, 2084, 2568
6373, 7713.35, -1, 79, -0.00481711, 0.0127409, 1.98317, 0.0239611, 0.0159558, 0.805667, 0.806182, 1.14, 2028, 2052, 2564
6374, 7745.03, -1, 79, -0.00488692, 0.0126536, 1.98303, 0.00673202, 0.00408255, 0.812924, 0.812962, 1.16, 2048, 2016, 2512
6375, 7774.83, -1, 79, -0.00539307, 0.0117635, 1.98243, 0.020581, 0.0109683, 0.817929, 0.818261, 1.191, 1972, 2028, 2544
6376, 7805.41, -1, 79, -0.00612611, 0.0115366, 1.98173, 0.035636, 0.0233887, 0.811685, 0.812803, 1.214, 1964, 2016, 2560
6377, 7836.74, -1, 79, -0.00703368, 0.0112225, 1.98166, 0.0408083, 0.00184994, 0.808552, 0.809583, 1.24, 1932, 1996, 2532
6378, 7866.91, -1, 79, -0.0074002, 0.0111003, 1.98111, 0.0394824, 0.012981, 0.813952, 0.815013, 1.256, 2020, 2008, 2492
6379, 7901.84, -1, 79, -0.00794125, 0.0110479, 1.98077, 0.0415666, 0.00397777, 0.814225, 0.815295, 1.291, 1940, 2004, 2544
6380, 7928, -1, 79, -0.00811578, 0.0107512, 1.98056, 0.0240457, 0.033125, 0.811477, 0.812509, 1.306, 2000, 1972, 2500
6381, 7958.46, -1, 79, -0.00853466, 0.0101927, 1.98016, 0.00584018, -0.00282013, 0.820636, 0.820662, 1.331, 1948, 2004, 2528
6382, 7996.88, -1, 79, -0.00881391, 0.0095295, 1.98023, 0.0392549, -0.000726193, 0.825979, 0.826911, 1.356, 2004, 2076, 2544
6383, 8035.69, -1, 79, -0.00855211, 0.00879646, 1.97997, 0.0307364, 0.0214814, 0.830638, 0.831484, 1.397, 2012, 2060, 2516
6384, 8074.43, -1, 79, -0.00815069, 0.00860447, 1.97994, 0.000125629, 0.001351, 0.832842, 0.832843, 1.426, 2016, 2036, 2488
6385, 8112.47, -1, 79, -0.00863938, 0.0084823, 1.97981, 0.0296333, 0.0327676, 0.836299, 0.837465, 1.456, 2036, 2024, 2484
6386, 8154.26, -1, 79, -0.0103323, 0.00781908, 1.9796, 0.00736239, 0.00549101, 0.828312, 0.828363, 1.496, 2056, 2024, 2476
6387, 8195.45, -1, 79, -0.011013, 0.00759218, 1.97964, 0.00930465, 0.00847806, 0.828474, 0.82857, 1.517, 2016, 2044, 2568
6388, 8240.65, -1, 79, -0.0113621, 0.00802851, 1.97981, -0.0531798, 0.0373234, 0.827599, 0.830145, 1.567, 2080, 2036, 2508
6389, 8292.79, -1, 79, -0.0107338, 0.00781908, 1.98004, -0.0969811, 0.0119702, 0.826008, 0.831768, 1.604, 1984, 1996, 2472
6390, 8336.38, -1, 79, -0.0102102, 0.00699877, 1.98046, 0.0119944, -0.0241805, 0.805048, 0.8055, 1.634, 2076, 2040, 2540
6391, 8382.24, -1, 79, -0.00925025, 0.00572468, 1.98095, -0.0125096, -0.0555253, 0.7901, 0.792148, 1.671, 2044, 2020, 2536
6392, 8425.37, -1, 79, -0.00839503, 0.00539307, 1.98139, -0.0103417, -0.0655865, 0.783203, 0.786012, 1.697, 2072, 2040, 2568
6393, 8470.79, -1, 79, -0.00698132, 0.00509636, 1.98219, -0.0074532, -0.0596856, 0.780874, 0.783187, 1.739, 2116, 2076, 2548
6394, 8513.26, -1, 79, -0.00656244, 0.00446804, 1.98252, 0.0335532, -0.0454444, 0.7746, 0.776657, 1.772, 2056, 2008, 2572
6395, 8553.01, -1, 79, -0.00610865, 0.00397935, 1.98294, 0.035076, -0.0419123, 0.776909, 0.778829, 1.799, 2096, 2000, 2560
6396, 8602.62, -1, 79, -0.00563741, 0.00366519, 1.98332, 0.0370591, -0.0369451, 0.780032, 0.781785, 1.842, 2060, 2040, 2460
6397, 8619.24, -1, 79, -0.00551524, 0.00357792, 1.98343, 0.0374939, -0.0364458, 0.78019, 0.78194, 1.85, 2052, 2000, 2572
6398, 8659.21, -1, 79, -0.00486947, 0.00376991, 1.98378, 0.0399463, -0.0339352, 0.777679, 0.779444, 1.884, 2008, 2088, 2548
6399, 8697.85, -1, 79, -0.00472984, 0.00404916, 1.98416, 0.040727, -0.0321957, 0.775459, 0.777195, 1.907, 2040, 2072, 2488
6400, 8741.6, -1, 79, -0.0045204, 0.003735, 1.9847, 0.042019, -0.0295892, 0.771622, 0.773332, 1.94, 2060, 1968, 2504
6401, 8779.89, -1, 79, -0.00403171, 0.00342085, 1.98538, 0.0573958, 0.0155334, 0.767983, 0.770281, 1.974, 2060, 2052, 2560
6402, 8818.13, -1, 79, -0.00340339, 0.00329867, 1.98566, 0.0508737, -0.0098391, 0.764053, 0.765808, 1.995, 2020, 2100, 2532
6403, 8856.38, -1, 79, -0.00296706, 0.00270526, 1.98613, 0.0515333, -0.00804976, 0.761137, 0.762922, 2.028, 2012, 2000, 2508
6404, 8894.63, -1, 79, -0.00232129, 0.00247837, 1.98653, 0.0623889, 0.00585447, 0.756424, 0.759015, 2.049, 2088, 1980, 2524
6405, 8933.11, -1, 79, -0.0018326, 0.00181514, 1.98648, 0.0556153, -0.00080299, 0.71902, 0.721168, 2.074, 2060, 1992, 2496
6406, 8971.66, -1, 79, -0.00143117, -0.000837758, 1.98695, 0.0344417, -0.0179529, 0.647304, 0.648469, 2.1, 1956, 2064, 2448
6407, 9015.47, -1, 79, -0.00188496, -0.00350811, 1.9869, 0.0318113, -0.0181459, 0.568655, 0.569833, 2.125, 2036, 2040, 2416
6408, 9060.52, -1, 79, -0.00326377, -0.00441568, 1.98749, 0.0305159, -0.0168548, 0.468438, 0.469733, 2.151, 1972, 2032, 2424
6409, 9105.59, -1, 79, -0.00287979, -0.00441568, 1.98798, 0.0298689, -0.015529, 0.364062, 0.365615, 2.173, 1988, 2028, 2436
6410, 9119.69, -1, 79, -0.00275762, -0.0045204, 1.9881, 0.0297706, -0.0156347, 0.347181, 0.348806, 2.177, 2112, 2028, 2428
6411, 9151.92, -1, 79, -0.00230383, -0.0047822, 1.98826, 0.029347, -0.0157322, 0.298, 0.299854, 2.187, 1960, 2024, 2432
6412, 9180.02, -1, 79, -0.00188496, -0.00445059, 1.98877, 0.0290287, -0.0157635, 0.259993, 0.262083, 2.194, 2096, 2032, 2424
6413, 9214.32, -1, 79, -0.00127409, -0.00411898, 1.98922, 0.0287184, -0.0160937, 0.218889, 0.221351, 2.202, 1952, 2016, 2444
6414, 9240.48, -1, 79, -0.000925025, -0.00380482, 1.98948, 0.0280756, -0.0164141, 0.191708, 0.194447, 2.206, 1956, 2020, 2440
6415, 9270.96, -1, 79, -0.000349066, -0.00406662, 1.99025, 0.0261159, -0.0174968, 0.132736, 0.136408, 2.216, 2020, 2032, 2496
6416, 9301.89, -1, 79, -0.000191986, -0.00443314, 1.99053, 0.062987, 0.00390557, 0.102562, 0.120423, 2.221, 2116, 2040, 2456
6417, 9337.18, -1, 79, 0.000593412, -0.00575959, 1.99098, 0.0615465, 0.0021089, 0.0660507, 0.0903057, 2.223, 2096, 2040, 2448
6418, 9366.97, -1, 79, 0.00176278, -0.00778417, 1.9913, 0.0600215, 0.000215214, 0.0439102, 0.0743688, 2.227, 1960, 2012, 2472
6419, 9396.77, -1, 79, 0.00296706, -0.00888373, 1.9914, 0.0588904, -0.00103839, 0.0265715, 0.0646158, 2.228, 1976, 2020, 2464
6420, 9428.11, -1, 79, 0.00464258, -0.010664, 1.99226, 0.0564336, -0.00317065, 0.00268513, 0.0565863, 2.229, 2024, 2024, 2524
6421, 9457.67, -1, 79, 0.00617847, -0.0119904, 1.99212, 0.0532642, -0.00519547, -0.0217891, 0.0577826, 2.227, 2112, 2060, 2480
6422, 9488.24, -1, 79, 0.00748746, -0.0127409, 1.99289, 0.0486098, -0.00842995, -0.0469006, 0.0680709, 2.225, 2060, 2048, 2536
6423, 9519.55, -1, 79, 0.00809833, -0.013631, 1.99311, 0.0442357, -0.0125494, -0.0696547, 0.083463, 2.222, 2064, 2064, 2528
6424, 9547.01, -1, 79, 0.00804597, -0.013631, 1.99325, 0.0421124, -0.0143228, -0.0759288, 0.0879988, 2.221, 2088, 2080, 2500
6425, 9582.36, -1, 79, 0.00836013, -0.00708604, 1.99416, 0.0146248, -0.0229918, -0.100306, 0.103941, 2.215, 2020, 2052, 2544
6426, 9609.08, -1, 79, 0.00815069, -0.00275762, 1.99441, 0.0154723, -0.0261443, -0.116099, 0.120008, 2.21, 2068, 2088, 2508
6427, 9646.93, -1, 79, 0.0069115, -0.00139626, 1.99502, 0.0157377, -0.029035, -0.120788, 0.125222, 2.207, 2056, 1972, 2504
6428, 9671.18, -1, 79, 0.00542797, -0.00102974, 1.99526, 0.0156416, -0.0308249, -0.120934, 0.125777, 2.204, 2028, 2108, 2540
6429, 9700.3, -1, 79, 0.00361283, -0.00102974, 1.99542, 0.0158354, -0.0324474, -0.1237, 0.128861, 2.201, 2052, 1964, 2532
6430, 9736.78, -1, 79, 0.0010821, -0.00137881, 1.99568, 0.0158854, -0.0331499, -0.124741, 0.130044, 2.197, 2068, 2028, 2512
6431, 9764.56, -1, 79, -0.000261799, -0.00153589, 1.99575, 0.0162774, -0.0340248, -0.0973734, 0.104423, 2.198, 2068, 2024, 2520
6432, 9792.88, -1, 79, -0.000785398, -0.00167552, 1.99619, 0.016216, -0.0337159, -0.102942, 0.10953, 2.195, 2092, 1972, 2524
6433, 9826.96, -1, 79, -0.000994838, -0.00171042, 1.99641, 0.0259151, -0.0599739, -0.115555, 0.132745, 2.189, 2104, 1980, 2520
6434, 9858.4, -1, 79, -0.00193732, -0.0021293, 1.99646, 0.0267447, -0.0593923, -0.124835, 0.140806, 2.184, 1996, 2052, 2536
6435, 9887.92, -1, 79, -0.00345575, -0.00274017, 1.9966, 0.0264082, -0.0579556, -0.108603, 0.1259, 2.184, 2120, 2008, 2544
6436, 9918.16, -1, 79, -0.00652753, -0.00301942, 1.99648, 0.0263835, -0.0558194, -0.110626, 0.126689, 2.18, 2064, 1996, 2520
6437, 9945.91, -1, 79, -0.00977384, -0.00446804, 1.99564, 0.0262055, -0.0525117, -0.127791, 0.140623, 2.173, 2084, 1996, 2520
6438, 9982.86, -1, 79, -0.011589, -0.00525344, 1.99673, 0.025082, -0.0502026, -0.13473, 0.14595, 2.168, 2040, 2056, 2560
6439, 10008.1, -1, 79, -0.0138754, -0.00694641, 1.9961, 0.0229649, -0.0455457, -0.130075, 0.139719, 2.162, 1960, 2028, 2532
6440, 10043.6, -1, 79, -0.0141372, -0.00731293, 1.99666, 0.0212841, -0.0410826, -0.113068, 0.122168, 2.161, 2000, 2052, 2560
6441, 10069.4, -1, 79, -0.0125838, -0.00513127, 1.99683, 0.019666, -0.0381088, -0.111571, 0.119528, 2.159, 1964, 2040, 2540
6442, 10099.2, -1, 79, -0.00818559, 0.00329867, 1.99648, 0.0194949, -0.0348835, -0.100209, 0.107883, 2.156, 1992, 2032, 2536
6443, 10131.1, -1, 79, -0.0042586, 0.0161443, 1.99676, 0.0235681, -0.0332036, -0.0967038, 0.104926, 2.153, 2024, 2028, 2532
6444, 10161.2, -1, 79, -0.00207694, 0.0286059, 1.99646, 0.0310848, -0.0323444, -0.079539, 0.0913174, 2.153, 2060, 2028, 2556
6445, 10194.6, -1, 79, -0.00129154, 0.0424813, 1.99646, 0.0441423, -0.0318847, -0.0798505, 0.0966503, 2.15, 2084, 2036, 2552
6446, 10222, -1, 79, -0.00111701, 0.0500211, 1.99662, 0.0530824, -0.0313735, -0.0804562, 0.101367, 2.148, 2076, 2028, 2548
6447, 10253.7, -1, 79, -0.000698132, 0.062029, 1.99624, 0.072617, -0.0303518, -0.0757294, 0.109222, 2.146, 2084, 2024, 2548
6448, 10283.5, -1, 79, -0.000471239, 0.0710524, 1.99641, 0.0922631, -0.0300359, -0.0754114, 0.122888, 2.144, 2084, 2040, 2540
6449, 10315.5, -1, 79, -0.000541052, 0.0800059, 1.99636, 0.117956, -0.0293443, -0.0746232, 0.14263, 2.142, 2096, 2040, 2540
6450, 10350.2, -1, 79, -0.00144862, 0.0859575, 1.99629, 0.141633, -0.0284141, -0.0732283, 0.161956, 2.139, 1964, 2032, 2536
6451, 10377.3, -1, 79, -0.00167552, 0.0886976, 1.99622, 0.153883, -0.0278162, -0.0702406, 0.171428, 2.139, 1944, 2032, 2536
6452, 10410.4, -1, 79, -0.00268781, 0.0947888, 1.99582, 0.188553, -0.0267852, -0.070163, 0.20296, 2.136, 2056, 2032, 2540
6453, 10438.2, -1, 79, -0.0039619, 0.0983144, 1.99578, 0.21607, -0.0258509, -0.0688758, 0.228251, 2.134, 1928, 2024, 2532
6454, 10471.6, -1, 79, -0.00429351, 0.101962, 1.99564, 0.247214, -0.0243235, -0.0681856, 0.257596, 2.131, 1928, 2016, 2540
6455, 10500.3, -1, 79, -0.00401426, 0.10376, 1.99552, 0.280272, -0.0233205, -0.0578139, 0.287121, 2.131, 1936, 2008, 2536
6456, 10530.2, -1, 79, -0.00382227, 0.104441, 1.99542, 0.30561, -0.0221967, 0.00574241, 0.306468, 2.141, 2036, 2008, 2524
6457, 10560.6, -1, 79, -0.00397935, 0.105016, 1.99516, 0.332476, -0.0205569, -0.00418669, 0.333137, 2.141, 1920, 2016, 2540
6458, 10590, -1, 79, -0.00404916, 0.105523, 1.99477, 0.359695, -0.0190738, -0.00704498, 0.360269, 2.142, 2056, 2060, 2556
6459, 10621.1, -1, 79, -0.00420624, 0.106238, 1.99448, 0.393223, -0.0172539, 0.0106763, 0.393746, 2.147, 2044, 2048, 2560
6460, 10651.3, -1, 79, -0.00434587, 0.106954, 1.99434, 0.419648, -0.0161064, -0.028205, 0.420903, 2.142, 2036, 2044, 2556
6461, 10682.3, -1, 79, -0.0044855, 0.107041, 1.99446, 0.43241, -0.0155939, -0.0315941, 0.433844, 2.142, 2096, 2052, 2536
6462, 10712.9, -1, 79, -0.005044, 0.106029, 1.99441, 0.460362, -0.0142087, -0.05824, 0.464249, 2.136, 2076, 2048, 2536
6463, 10743.5, -1, 79, -0.00549779, 0.104493, 1.99409, 0.488307, -0.0117696, -0.0739276, 0.494011, 2.131, 2056, 2044, 2548
6464, 10779.8, -1, 79, -0.0066148, 0.102521, 1.99371, 0.524914, -0.00838135, -0.0780679, 0.530753, 2.126, 2012, 2032, 2496
6465, 10806.6, -1, 79, -0.0074002, 0.101857, 1.99357, 0.540842, -0.00660478, -0.0720777, 0.545663, 2.125, 1988, 2032, 2520
6466, 10835.9, -1, 79, -0.00945968, 0.101351, 1.99353, 0.567403, -0.00303594, -0.0691971, 0.571615, 2.123, 1964, 2036, 2536
6467, 10866.2, -1, 79, -0.011205, 0.101351, 1.99317, 0.588662, 0.000644219, -0.0794198, 0.593996, 2.118, 2020, 2052, 2520
6468, 10896.4, -1, 79, -0.0119555, 0.101124, 1.99327, 0.603693, 0.00308251, -0.0744126, 0.60827, 2.117, 1944, 2056, 2544
6469, 10926.6, -1, 79, -0.0131249, 0.100601, 1.99317, 0.633581, 0.00866096, -0.0198752, 0.633952, 2.123, 1932, 2060, 2556
6470, 10956.8, -1, 79, -0.0137183, 0.100653, 1.99303, 0.653146, 0.0125559, -0.0238099, 0.6537, 2.122, 2040, 2048, 2524
6471, 10987.5, -1, 79, -0.0144688, 0.100583, 1.99271, 0.677857, 0.0177893, -0.015368, 0.678265, 2.124, 2016, 2032, 2528
6472, 11018, -1, 79, -0.0150098, 0.100705, 1.99259, 0.688594, 0.0205398, -0.0473446, 0.690525, 2.118, 1952, 2052, 2564
6473, 11049.1, -1, 79, -0.0155334, 0.100653, 1.99242, 0.70889, 0.0253689, -0.0467237, 0.710881, 2.117, 2044, 2008, 2528
6474, 11079, -1, 79, -0.0158127, 0.0999201, 1.99212, 0.728528, 0.030175, -0.041026, 0.730306, 2.117, 2076, 2024, 2484
6475, 11118, -1, 79, -0.0164759, 0.0979304, 1.99165, 0.75848, 0.0374296, -0.0413782, 0.760529, 2.114, 2064, 2064, 2492
6476, 11157, -1, 79, -0.0165806, 0.0965865, 1.99147, 0.772716, 0.0413487, -0.0408376, 0.774898, 2.113, 1988, 1992, 2572
6477, 11195, -1, 79, -0.0154636, 0.0942478, 1.99102, 0.800081, 0.0487519, -0.0410711, 0.802616, 2.111, 2008, 1996, 2584
6478, 11234, -1, 79, -0.0135612, 0.092101, 1.991, 0.818544, 0.0528517, -0.0397594, 0.821211, 2.11, 2020, 2012, 2588
6479, 11272.2, -1, 79, -0.0114668, 0.089675, 1.99046, 0.831772, 0.0734044, -0.0389435, 0.835913, 2.108, 2040, 2036, 2572
6480, 11312.3, -1, 79, -0.00872665, 0.0866381, 1.99022, 0.894343, 0.0912766, -0.0397768, 0.899869, 2.105, 2068, 2068, 2552
6481, 11351.3, -1, 79, -0.00760964, 0.0852768, 1.98971, 0.934736, 0.0853558, -0.0385436, 0.939416, 2.103, 1984, 2068, 2552
6482, 11390.2, -1, 79, -0.00598648, 0.0832348, 1.98945, 0.972691, 0.0919799, -0.0356633, 0.977681, 2.102, 2016, 2016, 2576
6483, 11428.2, -1, 79, -0.00439823, 0.0823621, 1.98898, 1.00546, 0.108761, -0.0369197, 1.012, 2.099, 1996, 2028, 2600
6484, 11477.9, -1, 79, -0.00261799, 0.0811927, 1.98894, 1.04444, 0.0955564, -0.0331827, 1.04932, 2.097, 2048, 2048, 2588
6485, 11516.8, -1, 79, -0.00230383, 0.0802502, 1.98872, 1.07068, 0.103642, -0.0208685, 1.07589, 2.098, 2080, 2064, 2588
6486, 11561.7, -1, 79, -0.000785398, 0.0789238, 1.98805, 1.09244, 0.102231, -0.0207519, 1.09741, 2.097, 1924, 2012, 2532
6487, 11603.1, -1, 79, 5.23599e-05, 0.0789761, 1.98762, 1.13281, 0.120743, -0.0206301, 1.13942, 2.095, 1920, 2040, 2564
6488, 11651.5, -1, 79, 0.000698132, 0.0792729, 1.98683, 1.14634, 0.122481, -0.0221987, 1.15308, 2.093, 1968, 2044, 2592
6489, 11700.4, -1, 79, 0.00235619, 0.0798488, 1.98659, 1.15715, 0.133305, -0.0216895, 1.165, 2.092, 2000, 2004, 2516
6490, 11750.9, -1, 79, 0.00441568, 0.0792554, 1.98599, 1.22471, 0.165543, -0.0160698, 1.23595, 2.091, 2084, 2020, 2516
6491, 11791, -1, 79, 0.00486947, 0.078278, 1.98591, 1.26069, 0.173362, -0.00970819, 1.27259, 2.091, 2052, 2040, 2512
6492, 11829.8, -1, 79, 0.00495674, 0.0765327, 1.98529, 1.29792, 0.186856, -0.0145292, 1.31138, 2.089, 1964, 2044, 2564
6493, 11867.5, -1, 79, 0.0053058, 0.0755553, 1.985, 1.29982, 0.181908, -0.00689848, 1.31251, 2.09, 1996, 2012, 2560
6494, 11910.1, -1, 79, 0.00644026, 0.07566, 1.98426, 1.3005, 0.17208, -0.00506653, 1.31184, 2.09, 2000, 2012, 2564
6495, 11948.5, -1, 79, 0.00785398, 0.0762185, 1.98402, 1.20796, 0.159148, -0.0112079, 1.21845, 2.088, 2052, 1984, 2524
6496, 11992.8, -1, 79, 0.00856957, 0.0778417, 1.98353, 1.20996, 0.149556, -0.00947559, 1.21921, 2.087, 2012, 2024, 2536
6497, 12042.2, -1, 79, 0.00816814, 0.0757647, 1.98283, 1.21262, 0.141964, -0.00515526, 1.22092, 2.087, 1992, 2000, 2540
6498, 12080.5, -1, 79, 0.0119381, 0.0497419, 1.98233, 1.20811, 0.13435, -0.00396812, 1.21557, 2.086, 2028, 2016, 2520
6499, 12124.7, -1, 79, 0.0168075, 0.0102974, 1.98173, 1.18192, 0.122134, 0.00071705, 1.18821, 2.086, 1988, 1964, 2536
6500, 12174.3, -1, 79, 0.0180467, -0.015708, 1.98044, 1.15322, 0.114334, 0.0126598, 1.15894, 2.088, 2008, 1972, 2576
6501, 12212.5, -1, 79, 0.0195302, -0.038502, 1.98077, 1.11326, 0.10272, 0.0140457, 1.11807, 2.089, 1976, 2020, 2556
6502, 12256.7, -1, 79, 0.0211185, -0.0629191, 1.9802, 1.05115, 0.0879749, 0.0274645, 1.05518, 2.093, 2044, 2036, 2568
