#BEGIN frameIdx[0], TimeInSec[1], FlagAnimationStart[2], batteryPercent[3], Roll[4], Pitch[5], Yaw[6], Vx[7], Vy[8], Vz[9], Vmag[10], Altitude[11], PosLatitude(ax)[12], PosLongitude(ay)[13], PosElevation(az)[14], DroneTime[15]
866, 2501.98, -1, 100, -0.0100356, -0.0283267, 0.027454, -0.0150123, 0.00350536, 0, 0.0154161, 0, 2060, 2024, 2548, 243619027
867, 2540.71, -1, 100, -0.00980875, -0.0274715, 0.0270526, -0.014568, 0.00433732, 0, 0.0152, 0, 2060, 2024, 2544, 243664193
868, 2585.2, -1, 100, -0.00965167, -0.0266163, 0.0271573, -0.0144272, 0.00422489, 0, 0.0150331, 0, 2060, 2036, 2544, 243704293
869, 2633.29, -1, 100, -0.00947714, -0.0258658, 0.0272097, -0.0138449, 0.00422642, 0, 0.0144756, 0, 2064, 2032, 2544, 243749459
870, 2672.59, -1, 100, -0.00932006, -0.0251153, 0.0271922, -0.0128639, 0.00415661, 0, 0.0135187, 0, 2060, 2032, 2544, 243794625
871, 2718.35, -1, 100, -0.00911062, -0.0243822, 0.027262, -0.0125057, 0.00391184, 0, 0.0131033, 0, 2064, 2028, 2548, 243839669
872, 2764.84, -1, 100, -0.00891863, -0.023719, 0.027262, -0.0121428, 0.00389181, 0, 0.0127512, 0, 2064, 2036, 2548, 243885354
873, 2813.52, -1, 100, -0.00862193, -0.0229685, 0.0272446, -0.0116209, 0.00368137, 0, 0.0121901, 0, 2068, 2032, 2544, 243935281
874, 2852.25, -1, 100, -0.0084823, -0.0224275, 0.0272097, -0.010865, 0.00398064, 0, 0.0115713, 0, 2060, 2028, 2544, 243975137
875, 2890.82, -1, 100, -0.00832522, -0.0220435, 0.0272271, -0.0107399, 0.0040954, 0, 0.0114942, 0, 2056, 2040, 2544, 244005746
876, 2929.76, -1, 100, -0.00834267, -0.0212581, 0.0272271, -0.0113995, 0.00342117, 0, 0.0119018, 0, 2060, 2028, 2544, 244050515
877, 2968.44, -1, 100, -0.00825541, -0.0207171, 0.0272446, -0.0112031, 0.00363853, 0, 0.0117792, 0, 2056, 2028, 2548, 244080545
878, 3006.92, -1, 100, -0.0076969, -0.0202982, 0.0279951, -0.00934605, 0.00465564, 0, 0.0104414, 0, 2052, 2004, 2544, 244130685
879, 3045.68, -1, 100, -0.00783653, -0.0200887, 0.0267908, -0.0103455, 0.00283707, 0, 0.0107275, 0, 2068, 2060, 2552, 244145791
880, 3085.33, -1, 100, -0.00741765, -0.0193382, 0.0265639, -0.00996799, 0.00269985, 0, 0.0103272, 0, 2072, 2048, 2552, 244200875
881, 3124.05, -1, 100, -0.00731293, -0.0187099, 0.0268083, -0.00907069, 0.00327818, 0, 0.00964489, 0, 2068, 2048, 2552, 244251016
882, 3163.07, -1, 100, -0.00724312, -0.0182736, 0.0272446, -0.00900048, 0.00339255, 0, 0.00961863, 0, 2072, 2044, 2548, 245373375
883, 3201.52, -1, 100, -0.00699877, -0.0175231, 0.0276286, -0.00867261, 0.00407178, 0, 0.00958089, 0, 2060, 2020, 2544, 245423516
884, 3239.88, -1, 100, -0.00677188, -0.0172788, 0.0278031, -0.00799644, 0.00376344, 0, 0.00883779, 0, 2056, 2012, 2544, 245448571
885, 3278.62, -1, 100, -0.00628319, -0.0172788, 0.0264068, -0.00740582, 0.00355062, 0, 0.00821298, 0, 2060, 2028, 2540, 245493706
886, 3317.23, -1, 100, -0.00612611, -0.0169122, 0.0260578, -0.00751344, 0.00335197, 0, 0.00822725, 0, 2044, 2004, 2536, 245523827
887, 3355.46, -1, 100, -0.00612611, -0.0164235, 0.0241554, -0.00838955, 0.00189485, 0, 0.00860088, 0, 2068, 2060, 2556, 245568993
888, 3393.91, -1, 100, -0.00574213, -0.0159174, 0.0244346, -0.00812344, 0.00285383, 0, 0.00861014, 0, 2044, 2008, 2536, 245604149
889, 3433.43, -1, 100, -0.00565487, -0.0155509, 0.0228289, -0.00777052, 0.00208879, 0, 0.00804637, 0, 2056, 2032, 2544, 245654259
890, 3471.9, -1, 100, -0.00568977, -0.0147655, 0.0227591, -0.00741477, 0.00275831, 0, 0.0079112, 0, 2048, 2012, 2540, 245689354
891, 3510.32, -1, 100, -0.00568977, -0.0144513, 0.0219039, -0.00762587, 0.00321289, 0, 0.00827505, 0, 2068, 2016, 2540, 245719384
892, 3549.17, -1, 100, -0.00516617, -0.0142768, 0.022218, -0.00701188, 0.00254783, 0, 0.00746042, 0, 2040, 2024, 2544, 245764763
893, 3587.63, -1, 100, -0.00525344, -0.0138405, 0.02056, -0.00791244, 0.00206658, 0, 0.00817786, 0, 2072, 2044, 2560, 245805199
894, 3626.07, -1, 100, -0.00544543, -0.0130027, 0.0205076, -0.00685542, 0.00201871, 0, 0.00714646, 0, 2072, 2004, 2544, 245849846
895, 3664.72, -1, 100, -0.00513127, -0.0129852, 0.0203505, -0.00665308, 0.0028393, 0, 0.00723361, 0, 2064, 2008, 2544, 245874993
896, 3703.21, -1, 100, -0.00509636, -0.0126536, 0.0204553, -0.00674621, 0.00194805, 0, 0.00702184, 0, 2068, 2012, 2548, 245925164
897, 3742.24, -1, 100, -0.00464258, -0.0124966, 0.0206647, -0.00680373, 0.0025815, 0, 0.00727701, 0, 2068, 2052, 2532, 245955376
898, 3781.06, -1, 100, -0.00511381, -0.0117461, 0.0214152, -0.00646772, 0.00231751, 0, 0.00687039, 0, 2072, 2044, 2536, 246000420
899, 3819.71, -1, 100, -0.00466003, -0.0115366, 0.0201062, -0.00554013, 0.00314002, 0, 0.00636811, 0, 2060, 2040, 2544, 246045525
900, 3858.22, -1, 100, -0.00506145, -0.0111352, 0.0193557, -0.00583765, 0.0013646, 0, 0.00599503, 0, 2064, 2036, 2548, 246075707
901, 3896.8, -1, 100, -0.00462512, -0.0116064, 0.0164934, -0.0028729, 0.00305014, 0, 0.0041901, 0, 2076, 2052, 2556, 246120781
902, 3935.65, -1, 100, -0.00403171, -0.0115017, 0.0164235, -0.00511006, 0.00481029, 0, 0.00701795, 0, 2052, 2032, 2532, 246155968
903, 3974.51, -1, 100, -0.00390954, -0.0109607, 0.0136136, -0.0059266, 0.00388967, 0, 0.00708902, 0, 2044, 2012, 2552, 246180992
904, 4014.36, -1, 100, -0.00314159, -0.0113621, 0.0130376, -0.00754376, 0.00111919, 0, 0.00762633, 0, 2072, 2040, 2532, 246231194
905, 4052.89, -1, 100, -0.00446804, -0.00893609, 0.0141895, -0.00740167, -0.000339416, 0, 0.00740944, 0, 2068, 2032, 2516, 246271294
906, 4092.69, -1, 100, -0.00445059, -0.00752237, 0.0137183, -0.0059824, -0.00120935, 0, 0.00610342, 0, 2072, 2036, 2556, 246317009
907, 4131.87, -1, 100, -0.00335103, -0.00877901, 0.0157254, -0.00566868, 0.00178645, 0, 0.00594351, 0, 2060, 2036, 2556, 246351738
908, 4170.87, -1, 100, -0.00293215, -0.00890118, 0.0159698, -0.00552498, 0.0040712, 0, 0.00686295, 0, 2008, 2040, 2548, 247484169
909, 4209.49, -1, 100, -0.00539307, -0.00574213, 0.0185179, -0.0072687, 0.000259813, 0, 0.00727334, 0, 2044, 1992, 2572, 247518989
910, 4248.25, -1, 100, 0.000261799, -0.00432842, 0.0199142, -0.00195096, 0.000692056, 0, 0.00207007, 0, 1984, 2024, 2532, 247559242
911, 4292.16, -1, 100, 0.00233874, -0.00466003, 0.021677, -0.00484441, -0.00186436, 0, 0.00519078, 0, 2060, 2028, 2524, 247604316
912, 4336.63, -1, 100, 0.00312414, -0.00513127, 0.0215548, -0.00394979, -0.00284432, 0, 0.00486734, 0, 2100, 2032, 2556, 247644569
913, 4378.2, -1, 100, 0.00214675, -0.00457276, 0.0220086, -0.0041963, -0.00190403, 0, 0.00460806, 0, 1972, 2040, 2568, 247694496
914, 4422.23, -1, 100, -0.000855211, -0.00462512, 0.0201935, -0.00331054, -0.000728859, 0, 0.00338982, 0, 2016, 2024, 2564, 247734748
915, 4471.19, -1, 100, -0.00356047, -0.00350811, 0.0192859, -0.00216528, 0.00169836, 0, 0.00275188, 0, 2172, 2048, 2628, 247794868
916, 4519.89, -1, 100, -0.00438078, -0.00692896, 0.0197048, -0.00260761, 0.00349025, 0, 0.00435677, 0, 2028, 2044, 2624, 247834968
917, 4569.56, -1, 100, -0.000645772, 0.00232129, 0.0207694, -0.0016566, 0.00528132, 0, 0.00553504, 0, 1956, 2036, 2616, 247890205
918, 4619.37, -1, 100, 0.00410152, 0.00863938, 0.02056, 0.00336693, 0.00312573, 0, 0.00459417, 0, 2112, 2032, 2604, 247930305
919, 4664.29, -1, 100, 0.00511381, 0.0116937, 0.0223926, 0.00471963, -0.000978772, 0, 0.00482005, 0, 2092, 2032, 2584, 247980446
920, 4707.4, -1, 100, 0.00429351, 0.00671952, 0.0221308, 0.00241846, -0.000176306, 0, 0.00242487, 0, 1972, 2024, 2604, 248025673
921, 4754.28, -1, 100, 0.00804597, 0.00375246, 0.0220435, 0.000670281, -0.00142031, 0, 0.00157053, 0, 2128, 2036, 2616, 248065925
922, 4795.51, -1, 100, 0.00521853, -0.000471239, 0.0221308, -0.00115739, -0.00258118, 0, 0.00282879, 0, 2040, 1996, 2568, 248110878
923, 4839.68, -1, 100, 0.00125664, -0.00122173, 0.022061, -0.00354204, -0.000267328, 0, 0.00355211, 0, 2084, 2076, 2708, 248151069
924, 4879.64, -1, 100, -0.00349066, 0.00116937, 0.0220784, -0.00276756, 0.000922823, 0, 0.00291736, 0, 2096, 2016, 2620, 248196235
925, 4924.33, -1, 100, -0.00628319, -0.000890118, 0.0219039, -0.00222246, 0.00432632, 0, 0.00486379, 0, 2024, 2044, 2632, 248236427
926, 4973.71, -1, 100, -0.00670206, -0.00710349, 1.90414, -0.00444964, 0.00440413, -4.04439e-10, 0.00626064, 0, 2080, 2012, 2604, 248291664
927, 5019.16, -1, 100, -0.00219911, -0.00919789, 1.90421, -0.00554403, 0.00307351, 0.00697897, 0.00942809, 0.268, 2044, 1940, 2560, 248336738
928, 5065.91, -1, 100, 0.00279253, -0.0102451, 1.90414, -0.00746088, 0.0403442, 0.149456, 0.154986, 0.294, 2040, 1940, 2596, 248382026
929, 5114.33, -1, 100, 0.006353, -0.0114319, 1.90539, -0.0147038, 0.058066, 0.682999, 0.68562, 0.329, 2072, 2080, 2720, 248421882
930, 5162.44, -1, 100, 0.0108559, -0.00797615, 1.90478, -0.00826402, 0.127523, 0.832362, 0.842114, 0.385, 2084, 2116, 2548, 249579306
931, 5207.92, -1, 100, 0.0178024, -0.00537561, 1.90691, -0.00382675, 0.124101, 0.897504, 0.906051, 0.429, 2028, 1976, 2460, 249619407
932, 5251.86, -1, 100, 0.0247139, -0.00415388, 1.90483, -0.00207678, 0.100401, 0.922796, 0.928244, 0.473, 2040, 2016, 2516, 249659537
933, 5297.31, -1, 100, 0.0294612, -0.00338594, 1.90557, 0.000978026, 0.127872, 0.947081, 0.955675, 0.525, 2048, 2028, 2440, 249704825
934, 5335.66, -1, 100, 0.0315905, -0.00336849, 1.90532, 0.00321581, 0.139731, 0.930757, 0.941193, 0.571, 2080, 2032, 2492, 249750052
935, 5385.97, -1, 100, 0.0340688, -0.00411898, 1.90721, -0.00212067, 0.152988, 0.916197, 0.928885, 0.604, 2068, 2028, 2488, 249785453
936, 5432.07, -1, 100, 0.0387812, -0.00418879, 1.90604, 0.00574966, 0.14019, 0.897218, 0.908123, 0.65, 2040, 1996, 2524, 249835166
937, 5477.85, -1, 100, 0.0413643, -0.00424115, 1.90555, 0.00928763, 0.110471, 0.888948, 0.895834, 0.691, 2048, 2064, 2496, 249880637
938, 5524.89, -1, 100, 0.0395317, -0.00651008, 1.90707, -0.00246865, 0.110193, 0.876093, 0.882999, 0.74, 2024, 1996, 2548, 249935630
939, 5572.44, -1, 100, 0.0374199, -0.00638791, 1.90553, 0.0135939, 0.112075, 0.741905, 0.750445, 0.765, 2020, 2000, 2480, 249970572
940, 5621.58, -1, 100, 0.0359014, -0.00424115, 1.90532, -0.000466726, 0.054265, 0.462033, 0.465209, 0.797, 2056, 2068, 2328, 250030875
941, 5663.32, -1, 100, 0.0338419, -0.00336849, 1.90566, -0.00853866, 0.0720904, 0.329902, 0.337795, 0.812, 2056, 2044, 2344, 250066031
942, 5709.29, -1, 100, 0.0308574, -0.00253073, 1.90586, -0.0314704, 0.0327221, 0.187976, 0.193381, 0.826, 2052, 2036, 2360, 250111411
943, 5757.5, -1, 100, 0.0257611, -0.00010472, 1.90642, -0.0361569, -0.0100348, 0.0516456, 0.063838, 0.835, 2060, 2020, 2396, 250166282
944, 5802.73, -1, 100, 0.0207869, 0.00242601, 1.90569, -0.0385938, -0.0438605, -0.0264886, 0.0641472, 0.837, 2072, 2024, 2428, 250206687
945, 5841.31, -1, 100, 0.0128282, 0.00495674, 1.90648, -0.0343575, -0.0707557, -0.0922652, 0.121242, 0.834, 2056, 2052, 2456, 250251548
946, 5879.72, -1, 100, 0.006353, 0.00663225, 1.90606, -0.0448065, -0.0289803, -0.130395, 0.140891, 0.83, 2064, 2040, 2476, 250286765
947, 5918.02, -1, 100, 0.000191986, 0.00745256, 1.90749, -0.0413406, 0.00148533, -0.163625, 0.168773, 0.823, 2064, 2060, 2508, 250326804
948, 5956.42, -1, 100, -0.00020944, 0.00816814, 1.90595, -0.0344299, -0.0285561, -0.180867, 0.186316, 0.816, 2068, 2068, 2520, 250362113
949, 5994.88, -1, 100, 0.000366519, 0.00905826, 1.90703, -0.0422089, 0.0113388, -0.190605, 0.195552, 0.808, 2072, 2068, 2536, 250397147
950, 6033.53, -1, 100, 0.0010472, 0.00961676, 1.9063, -0.037258, -0.0366523, -0.204329, 0.210907, 0.799, 2032, 2024, 2528, 250427237
951, 6072.75, -1, 100, -0.00198968, 0.00949459, 1.90737, -0.026826, -0.0827051, -0.193893, 0.212495, 0.785, 2068, 2068, 2560, 250482566
952, 6111.49, -1, 100, -0.00602139, 0.00811578, 1.90609, -0.0213187, -0.102472, -0.194876, 0.221205, 0.776, 2008, 2012, 2556, 250512687
953, 6150.78, -1, 100, -0.0126187, 0.00521853, 1.90688, -0.021446, -0.087296, -0.170659, 0.192886, 0.766, 2076, 2024, 2616, 250557608
954, 6190.05, -1, 100, -0.017558, 0.00390954, 1.90604, -0.0321319, -0.0543923, -0.13909, 0.152765, 0.757, 2108, 2072, 2612, 251699835
955, 6229.49, -1, 100, -0.0188146, 0.003735, 1.9063, -0.0311205, -0.0709797, -0.123182, 0.145535, 0.752, 2044, 2052, 2580, 251730230
956, 6267.7, -1, 100, -0.0172439, 0.00357792, 1.90625, -0.0349771, -0.0913031, -0.0977449, 0.138252, 0.748, 2084, 2056, 2592, 251765173
957, 6305.73, -1, 100, -0.0173486, 0.00378736, 1.906, -0.0350634, -0.101537, -0.0739248, 0.130399, 0.745, 2108, 2052, 2596, 251800696
958, 6319.11, -1, 100, -0.0184132, 0.00406662, 1.90559, -0.0321721, -0.106354, -0.0668785, 0.129688, 0.743, 2092, 2052, 2584, 251820318
959, 6357.69, -1, 100, -0.0209789, 0.00387463, 1.9059, -0.0332583, -0.104698, -0.0528785, 0.121918, 0.739, 2008, 2016, 2568, 251860479
960, 6395.89, -1, 100, -0.0225322, 0.00322886, 1.90614, -0.0362114, -0.101975, -0.0266065, 0.111436, 0.737, 2008, 2024, 2564, 251910559
961, 6434.11, -1, 100, -0.0232478, 0.00361283, 1.90531, -0.0370031, -0.0520757, -0.0247637, 0.0685153, 0.735, 2100, 2052, 2572, 251935736
962, 6472.21, -1, 100, -0.0210312, 0.00403171, 1.90655, -0.0430262, -0.0556441, -0.00330852, 0.0704164, 0.735, 2084, 2028, 2564, 251985785
963, 6510.72, -1, 100, -0.0188845, 0.0039619, 1.90527, -0.0456922, -0.0620821, 0.0079078, 0.0774887, 0.736, 2032, 1992, 2568, 252015936
964, 6549.39, -1, 100, -0.017942, 0.00568977, 1.90511, -0.0468907, -0.0529232, 0.0129706, 0.0718877, 0.737, 2032, 2008, 2564, 252066107
965, 6587.52, -1, 100, -0.0175929, 0.00680678, 1.90562, -0.0382865, -0.0472948, 0.0111402, 0.0618608, 0.736, 2056, 2080, 2544, 252096228
966, 6626, -1, 100, -0.0159523, 0.00747001, 1.90454, -0.0392204, -0.0363519, 0.0138604, 0.0552432, 0.737, 2040, 2012, 2532, 252141302
967, 6664.01, -1, 100, -0.0148004, 0.0074351, 1.90546, -0.0363638, -0.0359622, 0.0271926, 0.0579227, 0.739, 2060, 1992, 2564, 252171484
968, 6702.45, -1, 100, -0.0134041, 0.00755728, 1.90579, -0.0403504, -0.0273016, 0.0193945, 0.0524373, 0.74, 2080, 2080, 2540, 252216772
969, 6740.39, -1, 100, -0.0118682, 0.00708604, 1.90536, -0.0402383, -0.0265493, 0.0180541, 0.0514775, 0.74, 2016, 2040, 2520, 252246802
970, 6778.97, -1, 100, -0.00942478, 0.00705113, 1.90499, -0.0382575, -0.0284972, 0.0172096, 0.0507139, 0.741, 2076, 2008, 2548, 252291906
971, 6817.74, -1, 100, -0.00895354, 0.00694641, 1.9055, -0.0419063, -0.0289878, 0.0150976, 0.0531448, 0.742, 2076, 2004, 2548, 252326971
972, 6824.19, -1, 100, -0.00895354, 0.00696386, 1.90562, -0.0386368, -0.0269509, 0.014628, 0.0493268, 0.742, 2068, 2076, 2532, 252337011
973, 6853.82, -1, 100, -0.00865683, 0.00748746, 1.90553, -0.0399208, -0.0328195, 0.00269934, 0.0517501, 0.74, 2084, 2084, 2532, 252372137
974, 6881.6, -1, 100, -0.00879646, 0.00734784, 1.9056, -0.0382894, -0.0310406, 0.00395262, 0.0494492, 0.74, 2024, 2056, 2528, 252387396
975, 6912.28, -1, 100, -0.00902335, 0.00762709, 1.90573, -0.0392271, -0.0234803, 0.00422764, 0.0459125, 0.74, 2040, 2068, 2532, 252422247
976, 6947.26, -1, 100, -0.00942478, 0.00727802, 1.90483, -0.0405588, -0.0176769, 0.00279316, 0.0443316, 0.74, 1984, 2004, 2552, 252452704
977, 6977.3, -1, 100, -0.00849975, 0.00771436, 1.90604, -0.0410672, -0.0174262, 0.00563137, 0.0449655, 0.74, 1972, 2012, 2548, 252487555
978, 7011.44, -1, 100, -0.00724312, 0.00790634, 1.90579, -0.0378883, -0.0205768, 0.0080553, 0.0438613, 0.74, 1976, 2016, 2536, 252522497
979, 7036.62, -1, 100, -0.00671952, 0.00753982, 1.90597, -0.0370338, -0.0209824, 0.0119085, 0.0441993, 0.741, 2044, 2068, 2504, 252543524
980, 7073.7, -1, 100, -0.00644026, 0.00645772, 1.90607, -0.033399, -0.023424, 0.00636913, 0.0412885, 0.74, 2016, 1988, 2584, 252587835
981, 7100.84, -1, 100, -0.00574213, 0.006353, 1.90646, -0.0354144, -0.0236409, -0.00108943, 0.0425942, 0.739, 1980, 2016, 2548, 252608069
982, 7128.93, -1, 100, -0.00581195, 0.00617847, 1.90648, -0.0370386, -0.0219062, 0.00269357, 0.0431161, 0.739, 2048, 1996, 2608, 252637945
983, 7162.26, -1, 100, -0.00698132, 0.00623083, 1.90653, -0.0403456, -0.0182635, 0.0070384, 0.0448426, 0.739, 2040, 2004, 2612, 253770162
984, 7190.45, -1, 100, -0.0069115, 0.00581195, 1.9059, -0.0406689, -0.0153857, 0.0109152, 0.044831, 0.74, 2052, 2056, 2484, 253795370
985, 7223.43, -1, 100, -0.00584685, 0.00616101, 1.90693, -0.041279, -0.0118185, 0.00634349, 0.0434036, 0.739, 2104, 2028, 2592, 253835470
