#BEGIN frameIdx[0], TimeInSec[1], FlagAnimationStart[2], batteryPercent[3], Roll[4], Pitch[5], Yaw[6], Vx[7], Vy[8], Vz[9], Vmag[10], Altitude[11], PosLatitude[12], PosLongitude[13], PosElevation[14]
1341, 2709.68, -1, 88, -0.00411898, -0.00256563, 1.74254, 0.0104816, 0.0210564, 0.0265077, 0.0354385, 0.758, 0, 0, 0
1342, 2753.7, -1, 88, -0.00260054, -0.00392699, 1.74245, -0.000258983, 0.0328757, 0.0318243, 0.0457566, 0.76, 0, 0, 0
1343, 2795.32, -1, 88, -0.000558505, -0.00359538, 1.74165, -0.00353553, 0.0352481, 0.0302003, 0.0465509, 0.762, 0, 0, 0
1344, 2838.5, -1, 88, 0.00141372, -0.00328122, 1.74278, -0.00527338, 0.0308998, 0.0227931, 0.0387573, 0.761, 0, 0, 0
1345, 2876.92, -1, 88, 0.00123918, -0.00207694, 1.7429, -0.011243, 0.0265721, 0.0257047, 0.0386421, 0.763, 0, 0, 0
1346, 2916.39, -1, 88, 0.00101229, -0.000401426, 1.74344, -0.00921992, 0.0284039, 0.0209627, 0.0364859, 0.763, 0, 0, 0
1347, 2961.83, -1, 88, 0.00148353, 0.00162316, 1.74402, -0.00678556, 0.0320576, 0.0152021, 0.0361225, 0.763, 0, 0, 0
1348, 3006.34, -1, 88, 0.00413643, 0.00137881, 1.74299, -0.00610432, 0.0268583, 0.00826783, 0.0287574, 0.762, 0, 0, 0
1349, 3045.29, -1, 88, 0.00502655, 0.000610865, 1.74362, -0.00536279, 0.0262991, 0.00816044, 0.0280534, 0.761, 0, 0, 0
1350, 3082.88, -1, 88, 0.00497419, -0.000366519, 1.74378, -0.00564451, 0.0231324, 0.0135995, 0.0274211, 0.763, 0, 0, 0
1351, 3121.45, -1, 88, 0.00459022, -0.00144862, 1.74404, -0.00521428, 0.0181767, 0.0193086, 0.027026, 0.764, 0, 0, 0
1352, 3159.28, -1, 88, 0.00403171, -0.00235619, 1.7451, -0.00549779, 0.0159855, 0.016539, 0.0236495, 0.765, 0, 0, 0
1353, 3202.1, -1, 88, 0.00322886, -0.00253073, 1.74407, -0.00810265, 0.0171119, 0.016212, 0.0249259, 0.765, 0, 0, 0
1354, 3250.76, -1, 88, 0.00188496, -0.00202458, 1.74479, -0.00959599, 0.0230439, 0.0135603, 0.0284075, 0.766, 0, 0, 0
1355, 3297.17, -1, 88, 0.00198968, -0.00232129, 1.74503, -0.0102859, 0.0268291, 0.0102293, 0.0304998, 0.766, 0, 0, 0
1356, 3341.82, -1, 88, 0.00296706, -0.00207694, 1.74512, -0.0115924, 0.0258426, 0.0130839, 0.0311995, 0.767, 0, 0, 0
1357, 3380.45, -1, 88, 0.00471239, -0.00132645, 1.74519, -0.0135636, 0.024111, 0.0119997, 0.0301547, 0.767, 0, 0, 0
1358, 3418.98, -1, 88, 0.00471239, -0.00109956, 1.74538, -0.013625, 0.0194473, 0.0111461, 0.0262312, 0.768, 0, 0, 0
1359, 3456.82, -1, 88, 0.00462512, -0.000191986, 1.74563, -0.0134055, 0.0133143, 0.00772868, 0.0204135, 0.767, 0, 0, 0
1360, 3497.35, -1, 88, 0.0029147, 0.000698132, 1.74638, -0.0144859, 0.0124097, 0.000947564, 0.0190982, 0.766, 0, 0, 0
1361, 3535.98, -1, 88, 0.00247837, 0.00139626, 1.74577, -0.01292, 0.0123155, 0.00185214, 0.0179451, 0.767, 0, 0, 0
1362, 3584.43, -1, 88, 0.00225147, 0.0026529, 1.74624, -0.0126442, 0.0128592, 0.00155306, 0.018101, 0.766, 0, 0, 0
1363, 3634.2, -1, 88, 0.00181514, 0.00303687, 1.74666, -0.00724694, 0.0110293, 0.00737841, 0.0151197, 0.767, 0, 0, 0
1364, 3681.95, -1, 88, 0.00185005, 0.00251327, 1.74645, 0.000501479, 0.0135294, 0.010218, 0.0169618, 0.769, 0, 0, 0
1365, 3724.96, -1, 88, 0.0015708, 0.0010472, 1.74688, -0.00219922, 0.0137373, 0.0115225, 0.0180643, 0.77, 0, 0, 0
1366, 3762.66, -1, 88, 0.00178024, 0.000558505, 1.74592, -0.00440793, 0.0182223, 0.00261679, 0.0189296, 0.769, 0, 0, 0
1367, 3800.41, -1, 88, 0.00185005, 0.000488692, 1.74685, -0.00579895, 0.0173992, -0.00023439, 0.0183416, 0.768, 0, 0, 0
1368, 3838.28, -1, 88, 0.00268781, 0.000122173, 1.74638, -0.00990727, 0.0135946, -0.000163367, 0.0168224, 0.768, 0, 0, 0
1369, 3876.76, -1, 88, 0.00340339, 0.000610865, 1.74728, -0.00767169, 0.0135453, -0.00197044, 0.0156911, 0.768, 0, 0, 0
1370, 3915.28, -1, 88, 0.00352557, 0.00137881, 1.74737, -0.00583856, 0.0109261, -0.000720109, 0.0124092, 0.768, 0, 0, 0
1371, 3953.03, -1, 88, 0.00256563, 0.00129154, 1.74732, 0.00489151, 0.00684364, -0.0100199, 0.0130828, 0.766, 0, 0, 0
1372, 3991.01, -1, 88, 0.00190241, 0.000837758, 1.74762, 0.00254284, 0.0126234, -0.0113233, 0.0171474, 0.765, 0, 0, 0
1373, 4028.87, -1, 88, 0.00232129, 0.000453786, 1.74643, -0.00205473, 0.0172141, -0.0085846, 0.0193453, 0.765, 0, 0, 0
1374, 4066.78, -1, 88, 0.00479966, -0.000610865, 1.74685, -0.00438143, 0.0195205, -0.00369553, 0.0203447, 0.765, 0, 0, 0
1375, 4105.39, -1, 88, 0.0066497, -0.00106465, 1.745, -0.00722082, 0.0185522, -0.0031282, 0.0201522, 0.765, 0, 0, 0
1376, 4143.15, -1, 88, 0.00898845, -0.000802851, 1.74673, -0.0101948, 0.0138566, 0.00560612, 0.0180933, 0.767, 0, 0, 0
1377, 4180.77, -1, 88, 0.00865683, -8.72665e-05, 1.74547, -0.01358, 0.00899309, 0.00443625, 0.0168811, 0.767, 0, 0, 0
1378, 4218.61, -1, 88, 0.00720821, 0.000890118, 1.74639, -0.0150425, 0.00919548, 0.00831526, 0.019493, 0.769, 0, 0, 0
1379, 4256.53, -1, 88, 0.00708604, 0.00214675, 1.74625, -0.0151343, 0.00499114, 0.00601119, 0.0170321, 0.769, 0, 0, 0
1380, 4294.13, -1, 88, 0.00719076, 0.00233874, 1.7457, -0.0112541, 0.00626579, 0.00456453, 0.0136656, 0.769, 0, 0, 0
1381, 4337.32, -1, 88, 0.00624828, 0.00383972, 1.74557, -0.00878629, 0.00721261, 0.00268108, 0.0116794, 0.77, 0, 0, 0
1382, 4380.57, -1, 88, 0.00551524, 0.00520108, 1.74454, -0.00686237, 0.00316011, 0.0078758, 0.0109136, 0.772, 0, 0, 0
1383, 4427.49, -1, 88, 0.00434587, 0.00614356, 1.74484, -0.00841296, -0.00186711, 0.0016986, 0.00878347, 0.772, 0, 0, 0
1384, 4436.05, -1, 88, 0.00434587, 0.00614356, 1.74484, -0.00841296, -0.00186711, 0.0016986, 0.00878347, 0.772, 0, 0, 0
1385, 4479.84, -1, 88, 0.00254818, 0.00699877, 1.7458, -0.00876776, -0.00576458, -0.00186723, 0.0106579, 0.772, 0, 0, 0
1386, 4524.19, -1, 88, 0.00151844, 0.00694641, 1.74611, -0.00992117, -0.00476529, -0.0172268, 0.0204426, 0.768, 0, 0, 0
1387, 4571.6, -1, 88, 0.00268781, 0.00677188, 1.7462, -0.00945887, -0.002678, -0.0152235, 0.0181217, 0.768, 0, 0, 0
1388, 4619.05, -1, 88, 0.00495674, 0.00659734, 1.74687, -0.00829527, -0.00271021, -0.00482421, 0.00997145, 0.77, 0, 0, 0
1389, 4667.13, -1, 88, 0.00752237, 0.00607375, 1.7469, -0.00665773, -0.0041201, -0.0129275, 0.0151136, 0.768, 0, 0, 0
1390, 4712.62, -1, 88, 0.00991347, 0.00548033, 1.74707, -0.0112401, -0.00579319, -0.0127968, 0.0179905, 0.767, 0, 0, 0
1391, 4755.39, -1, 88, 0.0112225, 0.00588176, 1.74746, -0.00730982, -0.0129239, -0.0160588, 0.0218711, 0.766, 0, 0, 0
1392, 4799.13, -1, 88, 0.01309, 0.00560251, 1.74776, -0.00823979, -0.0188534, -0.0109319, 0.0232991, 0.766, 0, 0, 0
1393, 4847.76, -1, 88, 0.0133518, 0.00561996, 1.74859, -0.00556088, -0.0247831, -0.00422599, 0.0257485, 0.767, 0, 0, 0
1394, 4895.42, -1, 88, 0.0123046, 0.00663225, 1.74849, -0.00927289, -0.0348222, -0.00715114, 0.0367384, 0.767, 0, 0, 0
1395, 4933.73, -1, 88, 0.0107687, 0.00836013, 1.74959, -0.00728707, -0.0379349, -0.00487847, 0.0389353, 0.767, 0, 0, 0
1396, 4960.46, -1, 88, 0.00959931, 0.00918043, 1.74943, -0.00479401, -0.0383521, -0.0089653, 0.0396767, 0.766, 0, 0, 0
1397, 4993.16, -1, 88, 0.00820305, 0.00975639, 1.75001, -0.00100417, -0.038009, -0.0171501, 0.0417111, 0.765, 0, 0, 0
1398, 5019.79, -1, 88, 0.00654498, 0.0095644, 1.74856, 0.00414562, -0.0428467, -0.0163701, 0.0460544, 0.764, 0, 0, 0
1399, 5052.3, -1, 88, 0.00514872, 0.0087441, 1.75013, 0.00861107, -0.0490633, -0.0197224, 0.0535755, 0.763, 0, 0, 0
1400, 5080.82, -1, 88, 0.00432842, 0.00837758, 1.74947, 0.0068887, -0.0459893, -0.0225375, 0.051676, 0.761, 0, 0, 0
1401, 5111.27, -1, 88, 0.00352557, 0.00729548, 1.74978, 0.00815837, -0.05018, -0.0273156, 0.0577125, 0.76, 0, 0, 0
1402, 5145.79, -1, 88, 0.00260054, 0.00588176, 1.75032, 0.00781658, -0.0502045, -0.023797, 0.0561061, 0.759, 0, 0, 0
1403, 5173.53, -1, 88, 0.00148353, 0.005044, 1.74978, 0.00654075, -0.0553955, -0.0259685, 0.0615289, 0.757, 0, 0, 0
1404, 5209.48, -1, 88, -0.000733038, 0.00443314, 1.75064, 0.00850729, -0.0595075, -0.0274375, 0.0660782, 0.755, 0, 0, 0
1405, 5237.21, -1, 88, -0.00249582, 0.00401426, 1.75053, 0.00809479, -0.0564153, -0.026069, 0.0626722, 0.753, 0, 0, 0
1406, 5271.29, -1, 88, -0.0034383, 0.00389208, 1.75043, 0.00633129, -0.0539676, -0.0241081, 0.0594456, 0.752, 0, 0, 0
1407, 5301.6, -1, 88, -0.00460767, 0.00345575, 1.75069, 0.00415669, -0.0526767, -0.0204736, 0.0566682, 0.751, 0, 0, 0
1408, 5327.22, -1, 88, -0.00558505, 0.00382227, 1.75023, 0.00166258, -0.0522407, -0.0188362, 0.0555577, 0.75, 0, 0, 0
1409, 5357.87, -1, 88, -0.00593412, 0.00406662, 1.75027, 0.00299614, -0.0524348, -0.01871, 0.0557534, 0.749, 0, 0, 0
1410, 5389.08, -1, 88, -0.00736529, 0.0045204, 1.75025, 0.00340666, -0.0507023, -0.0188862, 0.0542127, 0.747, 0, 0, 0
1411, 5424.39, -1, 88, -0.00820305, 0.00467748, 1.75029, 0.00318918, -0.0516442, -0.0190198, 0.0551276, 0.746, 0, 0, 0
1412, 5453.26, -1, 88, -0.00867429, 0.00493928, 1.75008, 0.00283575, -0.0519816, -0.0132698, 0.0537235, 0.745, 0, 0, 0
1413, 5483.07, -1, 88, -0.0092677, 0.00518363, 1.75011, 0.00446195, -0.0514262, -0.0156102, 0.0539281, 0.744, 0, 0, 0
1414, 5511.35, -1, 88, -0.00993092, 0.00516617, 1.7503, 0.00159769, -0.0505299, -0.00803756, 0.0511901, 0.744, 0, 0, 0
1415, 5547.8, -1, 88, -0.0106814, 0.00584685, 1.74987, 0.000320238, -0.0490201, -0.00870831, 0.0497886, 0.743, 0, 0, 0
1416, 5574.7, -1, 88, -0.0114843, 0.00699877, 1.74994, 0.00149821, -0.0407801, -0.00370048, 0.040975, 0.743, 0, 0, 0
1417, 5620.53, -1, 88, -0.0125664, 0.00841249, 1.74873, 0.00501536, -0.0369012, 0.00156603, 0.0372734, 0.743, 0, 0, 0
1418, 5669.47, -1, 87, -0.0116763, 0.00832522, 1.7494, 0.00903842, -0.0316999, -0.00198045, 0.0330227, 0.741, 0, 0, 0
1419, 5718.24, -1, 87, -0.011205, 0.00722566, 1.74971, 0.00718491, -0.0327173, 0.00726849, 0.0342765, 0.741, 0, 0, 0
1420, 5756.67, -1, 87, -0.0117461, 0.00694641, 1.74899, 0.00789517, -0.0344156, 0.0014959, 0.0353413, 0.739, 0, 0, 0
1421, 5800.59, -1, 87, -0.0128107, 0.00706858, 1.75016, 0.00511888, -0.0280926, 0.00804489, 0.0296668, 0.74, 0, 0, 0
1422, 5841.15, -1, 87, -0.0137357, 0.00699877, 1.74863, 0.00716604, -0.0188322, 0.00953803, 0.022293, 0.739, 0, 0, 0
1423, 5886.83, -1, 87, -0.0127933, 0.00633555, 1.74847, 0.00862326, -0.0125835, 0.0146761, 0.0211682, 0.74, 0, 0, 0
1424, 5933.12, -1, 87, -0.0122697, 0.00612611, 1.74854, 0.00744853, -0.012117, 0.0185085, 0.0233423, 0.741, 0, 0, 0
1425, 5973.86, -1, 87, -0.011397, 0.00555015, 1.74819, 0.0065714, -0.00848791, 0.0248085, 0.0270313, 0.742, 0, 0, 0
1426, 6017.84, -1, 87, -0.0106814, 0.00596903, 1.74917, 0.00812778, -4.43909e-05, 0.0199608, 0.0215522, 0.742, 0, 0, 0
1427, 6055.99, -1, 87, -0.00932006, 0.0058294, 1.74805, 0.00720393, 0.00255636, 0.0197963, 0.0212209, 0.742, 0, 0, 0
1428, 6103.87, -1, 87, -0.00750492, 0.00558505, 1.74807, 0.00803141, 0.00601396, 0.0209873, 0.0232624, 0.743, 0, 0, 0
