Path, x_meters, y_meters, angle_degrees, zoom_m_per_px
img0.png,400.062,400.062,90,0.350011
img1.png,487.565,400.062,90,0.350011
img2.png,575.068,400.062,90,0.350011
img3.png,662.57,400.062,90,0.350011
img4.png,750.073,400.062,90,0.350011
img5.png,837.576,400.062,90,0.350011
img6.png,925.078,400.062,90,0.350011
img7.png,1012.58,400.062,90,0.350011
img8.png,1100.08,400.062,90,0.350011
img9.png,1187.59,400.062,90,0.350011
img10.png,1275.09,400.062,90,0.350011
